areaCode,areaName,areaType,date,covidOccupiedMVBeds,cumAdmissions,hospitalCases,newAdmissions
E40000005,South East,nhsRegion,2023-12-08,,153994,513,61
E40000005,South East,nhsRegion,2023-12-07,,153933,502,67
E40000005,South East,nhsRegion,2023-12-06,,153866,443,95
E40000005,South East,nhsRegion,2023-12-05,,153771,417,94
E40000005,South East,nhsRegion,2023-12-04,,153677,413,81
E40000005,South East,nhsRegion,2023-12-03,,153596,397,83
E40000005,South East,nhsRegion,2023-12-02,,153513,388,47
E40000005,South East,nhsRegion,2023-12-01,,153466,385,41
E40000005,South East,nhsRegion,2023-11-30,,153425,375,44
E40000005,South East,nhsRegion,2023-11-29,,153381,362,69
E40000005,South East,nhsRegion,2023-11-28,,153312,369,59
E40000005,South East,nhsRegion,2023-11-27,,153253,368,55
E40000005,South East,nhsRegion,2023-11-26,,153198,385,58
E40000005,South East,nhsRegion,2023-11-25,,153140,371,35
E40000005,South East,nhsRegion,2023-11-24,,153105,375,47
E40000005,South East,nhsRegion,2023-11-23,,153058,381,45
E40000005,South East,nhsRegion,2023-11-22,,153013,367,52
E40000005,South East,nhsRegion,2023-11-21,,152961,395,54
E40000005,South East,nhsRegion,2023-11-20,,152907,414,48
E40000005,South East,nhsRegion,2023-11-19,,152859,403,42
E40000005,South East,nhsRegion,2023-11-18,,152817,413,23
E40000005,South East,nhsRegion,2023-11-17,,152794,413,22
E40000005,South East,nhsRegion,2023-11-16,,152772,416,43
E40000005,South East,nhsRegion,2023-11-15,,152729,398,55
E40000005,South East,nhsRegion,2023-11-14,,152674,403,56
E40000005,South East,nhsRegion,2023-11-13,,152618,416,46
E40000005,South East,nhsRegion,2023-11-12,,152572,427,60
E40000005,South East,nhsRegion,2023-11-11,,152512,432,46
E40000005,South East,nhsRegion,2023-11-10,,152466,423,46
E40000005,South East,nhsRegion,2023-11-09,,152420,427,52
E40000005,South East,nhsRegion,2023-11-08,,152368,439,55
E40000005,South East,nhsRegion,2023-11-07,,152313,453,43
E40000005,South East,nhsRegion,2023-11-06,,152270,461,51
E40000005,South East,nhsRegion,2023-11-05,,152219,476,68
E40000005,South East,nhsRegion,2023-11-04,,152151,482,29
E40000005,South East,nhsRegion,2023-11-03,,152122,490,33
E40000005,South East,nhsRegion,2023-11-02,,152089,496,50
E40000005,South East,nhsRegion,2023-11-01,,152039,522,49
E40000005,South East,nhsRegion,2023-10-31,,151990,534,48
E40000005,South East,nhsRegion,2023-10-30,,151942,569,53
E40000005,South East,nhsRegion,2023-10-29,,151889,574,62
E40000005,South East,nhsRegion,2023-10-28,,151827,565,46
E40000005,South East,nhsRegion,2023-10-27,,151781,550,56
E40000005,South East,nhsRegion,2023-10-26,,151725,561,74
E40000005,South East,nhsRegion,2023-10-25,,151651,566,47
E40000005,South East,nhsRegion,2023-10-24,,151604,593,75
E40000005,South East,nhsRegion,2023-10-23,,151529,599,57
E40000005,South East,nhsRegion,2023-10-22,,151472,585,76
E40000005,South East,nhsRegion,2023-10-21,,151396,592,50
E40000005,South East,nhsRegion,2023-10-20,,151346,558,58
E40000005,South East,nhsRegion,2023-10-19,,151288,618,77
E40000005,South East,nhsRegion,2023-10-18,,151211,594,80
E40000005,South East,nhsRegion,2023-10-17,,151131,621,76
E40000005,South East,nhsRegion,2023-10-16,,151055,631,49
E40000005,South East,nhsRegion,2023-10-15,,151006,620,79
E40000005,South East,nhsRegion,2023-10-14,,150927,629,50
E40000005,South East,nhsRegion,2023-10-13,,150877,626,60
E40000005,South East,nhsRegion,2023-10-12,,150817,612,77
E40000005,South East,nhsRegion,2023-10-11,,150740,603,77
E40000005,South East,nhsRegion,2023-10-10,,150663,581,88
E40000005,South East,nhsRegion,2023-10-09,,150575,569,96
E40000005,South East,nhsRegion,2023-10-08,,150479,533,91
E40000005,South East,nhsRegion,2023-10-07,,150388,542,66
E40000005,South East,nhsRegion,2023-10-06,,150322,538,48
E40000005,South East,nhsRegion,2023-10-05,,150274,551,79
E40000005,South East,nhsRegion,2023-10-04,,150195,575,67
E40000005,South East,nhsRegion,2023-10-03,,150128,593,75
E40000005,South East,nhsRegion,2023-10-02,,150053,554,78
E40000005,South East,nhsRegion,2023-10-01,,149975,537,107
E40000005,South East,nhsRegion,2023-09-30,,149868,498,78
E40000005,South East,nhsRegion,2023-09-29,,149790,508,68
E40000005,South East,nhsRegion,2023-09-28,,149722,501,70
E40000005,South East,nhsRegion,2023-09-27,,149652,484,91
E40000005,South East,nhsRegion,2023-09-26,,149561,491,78
E40000005,South East,nhsRegion,2023-09-25,,149483,444,77
E40000005,South East,nhsRegion,2023-09-24,,149406,448,81
E40000005,South East,nhsRegion,2023-09-23,,149325,438,52
E40000005,South East,nhsRegion,2023-09-22,,149273,433,40
E40000005,South East,nhsRegion,2023-09-21,,149233,444,50
E40000005,South East,nhsRegion,2023-09-20,,149183,449,51
E40000005,South East,nhsRegion,2023-09-19,,149132,454,46
E40000005,South East,nhsRegion,2023-09-18,,149086,458,47
E40000005,South East,nhsRegion,2023-09-17,,149039,507,52
E40000005,South East,nhsRegion,2023-09-16,,148987,491,55
E40000005,South East,nhsRegion,2023-09-15,,148932,486,47
E40000005,South East,nhsRegion,2023-09-14,,148885,481,46
E40000005,South East,nhsRegion,2023-09-13,,148839,490,50
E40000005,South East,nhsRegion,2023-09-12,,148789,498,62
E40000005,South East,nhsRegion,2023-09-11,,148727,503,65
E40000005,South East,nhsRegion,2023-09-10,,148662,485,73
E40000005,South East,nhsRegion,2023-09-09,,148589,485,61
E40000005,South East,nhsRegion,2023-09-08,,148528,445,49
E40000005,South East,nhsRegion,2023-09-07,,148479,450,57
E40000005,South East,nhsRegion,2023-09-06,,148422,460,76
E40000005,South East,nhsRegion,2023-09-05,,148346,452,66
E40000005,South East,nhsRegion,2023-09-04,,148280,431,86
E40000005,South East,nhsRegion,2023-09-03,,148194,418,80
E40000005,South East,nhsRegion,2023-09-02,,148114,388,51
E40000005,South East,nhsRegion,2023-09-01,,148063,367,38
E40000005,South East,nhsRegion,2023-08-31,,148025,356,45
E40000005,South East,nhsRegion,2023-08-30,,147980,343,59
E40000005,South East,nhsRegion,2023-08-29,,147921,362,64
E40000005,South East,nhsRegion,2023-08-28,,147857,373,55
E40000005,South East,nhsRegion,2023-08-27,,147802,368,29
E40000005,South East,nhsRegion,2023-08-26,,147773,351,39
E40000005,South East,nhsRegion,2023-08-25,,147734,361,44
E40000005,South East,nhsRegion,2023-08-24,,147690,382,46
E40000005,South East,nhsRegion,2023-08-23,,147644,387,35
E40000005,South East,nhsRegion,2023-08-22,,147609,402,55
E40000005,South East,nhsRegion,2023-08-21,,147554,407,56
E40000005,South East,nhsRegion,2023-08-20,,147498,411,50
E40000005,South East,nhsRegion,2023-08-19,,147448,406,26
E40000005,South East,nhsRegion,2023-08-18,,147422,389,36
E40000005,South East,nhsRegion,2023-08-17,,147386,388,36
E40000005,South East,nhsRegion,2023-08-16,,147350,375,52
E40000005,South East,nhsRegion,2023-08-15,,147298,361,53
E40000005,South East,nhsRegion,2023-08-14,,147245,363,42
E40000005,South East,nhsRegion,2023-08-13,,147203,370,59
E40000005,South East,nhsRegion,2023-08-12,,147144,359,44
E40000005,South East,nhsRegion,2023-08-11,,147100,326,42
E40000005,South East,nhsRegion,2023-08-10,,147058,321,45
E40000005,South East,nhsRegion,2023-08-09,,147013,294,36
E40000005,South East,nhsRegion,2023-08-08,,146977,312,50
E40000005,South East,nhsRegion,2023-08-07,,146927,291,52
E40000005,South East,nhsRegion,2023-08-06,,146875,302,55
E40000005,South East,nhsRegion,2023-08-05,,146820,317,22
E40000005,South East,nhsRegion,2023-08-04,,146798,306,22
E40000005,South East,nhsRegion,2023-08-03,,146776,294,39
E40000005,South East,nhsRegion,2023-08-02,,146737,281,55
E40000005,South East,nhsRegion,2023-08-01,,146682,259,45
E40000005,South East,nhsRegion,2023-07-31,,146637,255,33
E40000005,South East,nhsRegion,2023-07-30,,146604,241,42
E40000005,South East,nhsRegion,2023-07-29,,146562,208,30
E40000005,South East,nhsRegion,2023-07-28,,146532,212,15
E40000005,South East,nhsRegion,2023-07-27,,146517,200,42
E40000005,South East,nhsRegion,2023-07-26,,146475,197,36
E40000005,South East,nhsRegion,2023-07-25,,146439,175,30
E40000005,South East,nhsRegion,2023-07-24,,146409,161,41
E40000005,South East,nhsRegion,2023-07-23,,146368,146,28
E40000005,South East,nhsRegion,2023-07-22,,146340,144,18
E40000005,South East,nhsRegion,2023-07-21,,146322,136,16
E40000005,South East,nhsRegion,2023-07-20,,146306,126,21
E40000005,South East,nhsRegion,2023-07-19,,146285,130,15
E40000005,South East,nhsRegion,2023-07-18,,146270,120,10
E40000005,South East,nhsRegion,2023-07-17,,146260,143,23
E40000005,South East,nhsRegion,2023-07-16,,146237,139,18
