areaCode,areaName,areaType,date,covidOccupiedMVBeds,cumAdmissions,hospitalCases,newAdmissions
E40000008,Midlands,nhsRegion,2023-12-08,,217990,526,48
E40000008,Midlands,nhsRegion,2023-12-07,,217942,513,79
E40000008,Midlands,nhsRegion,2023-12-06,,217863,511,64
E40000008,Midlands,nhsRegion,2023-12-05,,217799,504,53
E40000008,Midlands,nhsRegion,2023-12-04,,217746,480,65
E40000008,Midlands,nhsRegion,2023-12-03,,217681,461,71
E40000008,Midlands,nhsRegion,2023-12-02,,217610,448,57
E40000008,Midlands,nhsRegion,2023-12-01,,217553,444,59
E40000008,Midlands,nhsRegion,2023-11-30,,217494,439,54
E40000008,Midlands,nhsRegion,2023-11-29,,217440,428,67
E40000008,Midlands,nhsRegion,2023-11-28,,217373,441,53
E40000008,Midlands,nhsRegion,2023-11-27,,217320,440,52
E40000008,Midlands,nhsRegion,2023-11-26,,217268,445,52
E40000008,Midlands,nhsRegion,2023-11-25,,217216,444,43
E40000008,Midlands,nhsRegion,2023-11-24,,217173,447,48
E40000008,Midlands,nhsRegion,2023-11-23,,217125,459,45
E40000008,Midlands,nhsRegion,2023-11-22,,217080,445,57
E40000008,Midlands,nhsRegion,2023-11-21,,217023,448,56
E40000008,Midlands,nhsRegion,2023-11-20,,216967,477,63
E40000008,Midlands,nhsRegion,2023-11-19,,216904,466,48
E40000008,Midlands,nhsRegion,2023-11-18,,216856,464,46
E40000008,Midlands,nhsRegion,2023-11-17,,216810,456,42
E40000008,Midlands,nhsRegion,2023-11-16,,216768,452,56
E40000008,Midlands,nhsRegion,2023-11-15,,216712,467,56
E40000008,Midlands,nhsRegion,2023-11-14,,216656,499,51
E40000008,Midlands,nhsRegion,2023-11-13,,216605,507,52
E40000008,Midlands,nhsRegion,2023-11-12,,216553,507,61
E40000008,Midlands,nhsRegion,2023-11-11,,216492,502,41
E40000008,Midlands,nhsRegion,2023-11-10,,216451,501,48
E40000008,Midlands,nhsRegion,2023-11-09,,216403,519,54
E40000008,Midlands,nhsRegion,2023-11-08,,216349,552,57
E40000008,Midlands,nhsRegion,2023-11-07,,216292,598,57
E40000008,Midlands,nhsRegion,2023-11-06,,216235,638,66
E40000008,Midlands,nhsRegion,2023-11-05,,216169,651,47
E40000008,Midlands,nhsRegion,2023-11-04,,216122,642,47
E40000008,Midlands,nhsRegion,2023-11-03,,216075,684,49
E40000008,Midlands,nhsRegion,2023-11-02,,216026,716,67
E40000008,Midlands,nhsRegion,2023-11-01,,215959,736,60
E40000008,Midlands,nhsRegion,2023-10-31,,215899,757,59
E40000008,Midlands,nhsRegion,2023-10-30,,215840,794,79
E40000008,Midlands,nhsRegion,2023-10-29,,215761,787,76
E40000008,Midlands,nhsRegion,2023-10-28,,215685,790,50
E40000008,Midlands,nhsRegion,2023-10-27,,215635,811,70
E40000008,Midlands,nhsRegion,2023-10-26,,215565,848,77
E40000008,Midlands,nhsRegion,2023-10-25,,215488,822,89
E40000008,Midlands,nhsRegion,2023-10-24,,215399,799,103
E40000008,Midlands,nhsRegion,2023-10-23,,215296,841,118
E40000008,Midlands,nhsRegion,2023-10-22,,215178,823,144
E40000008,Midlands,nhsRegion,2023-10-21,,215034,827,79
E40000008,Midlands,nhsRegion,2023-10-20,,214955,836,76
E40000008,Midlands,nhsRegion,2023-10-19,,214879,838,93
E40000008,Midlands,nhsRegion,2023-10-18,,214786,865,108
E40000008,Midlands,nhsRegion,2023-10-17,,214678,923,119
E40000008,Midlands,nhsRegion,2023-10-16,,214559,958,103
E40000008,Midlands,nhsRegion,2023-10-15,,214456,950,98
E40000008,Midlands,nhsRegion,2023-10-14,,214358,949,88
E40000008,Midlands,nhsRegion,2023-10-13,,214270,959,82
E40000008,Midlands,nhsRegion,2023-10-12,,214188,964,118
E40000008,Midlands,nhsRegion,2023-10-11,,214070,970,110
E40000008,Midlands,nhsRegion,2023-10-10,,213960,989,124
E40000008,Midlands,nhsRegion,2023-10-09,,213836,978,129
E40000008,Midlands,nhsRegion,2023-10-08,,213707,961,146
E40000008,Midlands,nhsRegion,2023-10-07,,213561,952,107
E40000008,Midlands,nhsRegion,2023-10-06,,213454,957,111
E40000008,Midlands,nhsRegion,2023-10-05,,213343,922,138
E40000008,Midlands,nhsRegion,2023-10-04,,213205,918,144
E40000008,Midlands,nhsRegion,2023-10-03,,213061,890,146
E40000008,Midlands,nhsRegion,2023-10-02,,212915,828,156
E40000008,Midlands,nhsRegion,2023-10-01,,212759,799,147
E40000008,Midlands,nhsRegion,2023-09-30,,212612,780,81
E40000008,Midlands,nhsRegion,2023-09-29,,212531,769,114
E40000008,Midlands,nhsRegion,2023-09-28,,212417,738,125
E40000008,Midlands,nhsRegion,2023-09-27,,212292,717,126
E40000008,Midlands,nhsRegion,2023-09-26,,212166,677,134
E40000008,Midlands,nhsRegion,2023-09-25,,212032,646,146
E40000008,Midlands,nhsRegion,2023-09-24,,211886,636,101
E40000008,Midlands,nhsRegion,2023-09-23,,211785,631,78
E40000008,Midlands,nhsRegion,2023-09-22,,211707,643,78
E40000008,Midlands,nhsRegion,2023-09-21,,211629,620,73
E40000008,Midlands,nhsRegion,2023-09-20,,211556,606,102
E40000008,Midlands,nhsRegion,2023-09-19,,211454,628,94
E40000008,Midlands,nhsRegion,2023-09-18,,211360,623,95
E40000008,Midlands,nhsRegion,2023-09-17,,211265,597,104
E40000008,Midlands,nhsRegion,2023-09-16,,211161,571,90
E40000008,Midlands,nhsRegion,2023-09-15,,211071,589,70
E40000008,Midlands,nhsRegion,2023-09-14,,211001,614,71
E40000008,Midlands,nhsRegion,2023-09-13,,210930,640,67
E40000008,Midlands,nhsRegion,2023-09-12,,210863,653,60
E40000008,Midlands,nhsRegion,2023-09-11,,210803,629,103
E40000008,Midlands,nhsRegion,2023-09-10,,210700,641,99
E40000008,Midlands,nhsRegion,2023-09-09,,210601,604,78
E40000008,Midlands,nhsRegion,2023-09-08,,210523,580,86
E40000008,Midlands,nhsRegion,2023-09-07,,210437,587,83
E40000008,Midlands,nhsRegion,2023-09-06,,210354,575,87
E40000008,Midlands,nhsRegion,2023-09-05,,210267,564,88
E40000008,Midlands,nhsRegion,2023-09-04,,210179,557,92
E40000008,Midlands,nhsRegion,2023-09-03,,210087,538,104
