areaCode,areaName,areaType,date,covidOccupiedMVBeds,cumAdmissions,hospitalCases,newAdmissions
E40000006,South West,nhsRegion,2023-12-08,,97656,235,32
E40000006,South West,nhsRegion,2023-12-07,,97624,213,22
E40000006,South West,nhsRegion,2023-12-06,,97602,191,47
E40000006,South West,nhsRegion,2023-12-05,,97555,156,43
E40000006,South West,nhsRegion,2023-12-04,,97512,153,41
E40000006,South West,nhsRegion,2023-12-03,,97471,144,32
E40000006,South West,nhsRegion,2023-12-02,,97439,142,23
E40000006,South West,nhsRegion,2023-12-01,,97416,146,15
E40000006,South West,nhsRegion,2023-11-30,,97401,129,22
E40000006,South West,nhsRegion,2023-11-29,,97379,123,35
E40000006,South West,nhsRegion,2023-11-28,,97344,117,26
E40000006,South West,nhsRegion,2023-11-27,,97318,105,29
E40000006,South West,nhsRegion,2023-11-26,,97289,105,27
E40000006,South West,nhsRegion,2023-11-25,,97262,98,12
E40000006,South West,nhsRegion,2023-11-24,,97250,98,15
E40000006,South West,nhsRegion,2023-11-23,,97235,100,19
E40000006,South West,nhsRegion,2023-11-22,,97216,108,10
E40000006,South West,nhsRegion,2023-11-21,,97206,112,22
E40000006,South West,nhsRegion,2023-11-20,,97184,115,18
E40000006,South West,nhsRegion,2023-11-19,,97166,121,23
E40000006,South West,nhsRegion,2023-11-18,,97143,132,16
E40000006,South West,nhsRegion,2023-11-17,,97127,136,17
E40000006,South West,nhsRegion,2023-11-16,,97110,143,15
E40000006,South West,nhsRegion,2023-11-15,,97095,159,29
E40000006,South West,nhsRegion,2023-11-14,,97066,166,26
E40000006,South West,nhsRegion,2023-11-13,,97040,185,22
E40000006,South West,nhsRegion,2023-11-12,,97018,177,28
E40000006,South West,nhsRegion,2023-11-11,,96990,172,19
E40000006,South West,nhsRegion,2023-11-10,,96971,164,13
E40000006,South West,nhsRegion,2023-11-09,,96958,163,35
E40000006,South West,nhsRegion,2023-11-08,,96923,164,28
E40000006,South West,nhsRegion,2023-11-07,,96895,169,34
E40000006,South West,nhsRegion,2023-11-06,,96861,198,30
E40000006,South West,nhsRegion,2023-11-05,,96831,215,30
E40000006,South West,nhsRegion,2023-11-04,,96801,199,21
E40000006,South West,nhsRegion,2023-11-03,,96780,202,25
E40000006,South West,nhsRegion,2023-11-02,,96755,217,37
E40000006,South West,nhsRegion,2023-11-01,,96718,215,40
E40000006,South West,nhsRegion,2023-10-31,,96678,227,36
E40000006,South West,nhsRegion,2023-10-30,,96642,259,22
E40000006,South West,nhsRegion,2023-10-29,,96620,255,21
E40000006,South West,nhsRegion,2023-10-28,,96599,251,32
E40000006,South West,nhsRegion,2023-10-27,,96567,249,28
E40000006,South West,nhsRegion,2023-10-26,,96539,243,41
E40000006,South West,nhsRegion,2023-10-25,,96498,259,48
E40000006,South West,nhsRegion,2023-10-24,,96450,282,43
E40000006,South West,nhsRegion,2023-10-23,,96407,299,36
E40000006,South West,nhsRegion,2023-10-22,,96371,297,51
E40000006,South West,nhsRegion,2023-10-21,,96320,284,43
E40000006,South West,nhsRegion,2023-10-20,,96277,297,46
E40000006,South West,nhsRegion,2023-10-19,,96231,295,42
E40000006,South West,nhsRegion,2023-10-18,,96189,298,57
E40000006,South West,nhsRegion,2023-10-17,,96132,340,41
E40000006,South West,nhsRegion,2023-10-16,,96091,391,37
E40000006,South West,nhsRegion,2023-10-15,,96054,393,53
E40000006,South West,nhsRegion,2023-10-14,,96001,403,40
E40000006,South West,nhsRegion,2023-10-13,,95961,408,48
E40000006,South West,nhsRegion,2023-10-12,,95913,451,67
E40000006,South West,nhsRegion,2023-10-11,,95846,467,56
E40000006,South West,nhsRegion,2023-10-10,,95790,496,84
E40000006,South West,nhsRegion,2023-10-09,,95706,491,69
E40000006,South West,nhsRegion,2023-10-08,,95637,485,85
E40000006,South West,nhsRegion,2023-10-07,,95552,456,65
E40000006,South West,nhsRegion,2023-10-06,,95487,417,67
E40000006,South West,nhsRegion,2023-10-05,,95420,419,105
E40000006,South West,nhsRegion,2023-10-04,,95315,419,85
E40000006,South West,nhsRegion,2023-10-03,,95230,426,78
E40000006,South West,nhsRegion,2023-10-02,,95152,412,93
E40000006,South West,nhsRegion,2023-10-01,,95059,382,92
E40000006,South West,nhsRegion,2023-09-30,,94967,362,63
E40000006,South West,nhsRegion,2023-09-29,,94904,362,52
E40000006,South West,nhsRegion,2023-09-28,,94852,339,50
E40000006,South West,nhsRegion,2023-09-27,,94802,276,80
E40000006,South West,nhsRegion,2023-09-26,,94722,252,102
E40000006,South West,nhsRegion,2023-09-25,,94620,247,77
E40000006,South West,nhsRegion,2023-09-24,,94543,260,52
E40000006,South West,nhsRegion,2023-09-23,,94491,250,47
E40000006,South West,nhsRegion,2023-09-22,,94444,256,51
E40000006,South West,nhsRegion,2023-09-21,,94393,246,45
E40000006,South West,nhsRegion,2023-09-20,,94348,221,53
E40000006,South West,nhsRegion,2023-09-19,,94295,201,52
E40000006,South West,nhsRegion,2023-09-18,,94243,207,65
E40000006,South West,nhsRegion,2023-09-17,,94178,195,47
E40000006,South West,nhsRegion,2023-09-16,,94131,193,30
E40000006,South West,nhsRegion,2023-09-15,,94101,198,25
E40000006,South West,nhsRegion,2023-09-14,,94076,226,32
E40000006,South West,nhsRegion,2023-09-13,,94044,207,44
E40000006,South West,nhsRegion,2023-09-12,,94000,210,60
E40000006,South West,nhsRegion,2023-09-11,,93940,255,50
E40000006,South West,nhsRegion,2023-09-10,,93890,267,59
E40000006,South West,nhsRegion,2023-09-09,,93831,262,39
E40000006,South West,nhsRegion,2023-09-08,,93792,255,30
E40000006,South West,nhsRegion,2023-09-07,,93762,293,53
E40000006,South West,nhsRegion,2023-09-06,,93709,297,49
E40000006,South West,nhsRegion,2023-09-05,,93660,297,38
E40000006,South West,nhsRegion,2023-09-04,,93622,283,68
E40000006,South West,nhsRegion,2023-09-03,,93554,257,67
E40000006,South West,nhsRegion,2023-09-02,,93487,247,46
E40000006,South West,nhsRegion,2023-09-01,,93441,250,36
E40000006,South West,nhsRegion,2023-08-31,,93405,228,48
E40000006,South West,nhsRegion,2023-08-30,,93357,214,59
E40000006,South West,nhsRegion,2023-08-29,,93298,210,46
E40000006,South West,nhsRegion,2023-08-28,,93252,221,49
E40000006,South West,nhsRegion,2023-08-27,,93203,203,21
E40000006,South West,nhsRegion,2023-08-26,,93182,191,26
E40000006,South West,nhsRegion,2023-08-25,,93156,189,29
E40000006,South West,nhsRegion,2023-08-24,,93127,166,42
E40000006,South West,nhsRegion,2023-08-23,,93085,181,36
E40000006,South West,nhsRegion,2023-08-22,,93049,180,43
E40000006,South West,nhsRegion,2023-08-21,,93006,209,40
E40000006,South West,nhsRegion,2023-08-20,,92966,209,34
E40000006,South West,nhsRegion,2023-08-19,,92932,222,37
E40000006,South West,nhsRegion,2023-08-18,,92895,235,24
E40000006,South West,nhsRegion,2023-08-17,,92871,238,24
E40000006,South West,nhsRegion,2023-08-16,,92847,238,41
E40000006,South West,nhsRegion,2023-08-15,,92806,243,41
E40000006,South West,nhsRegion,2023-08-14,,92765,237,40
E40000006,South West,nhsRegion,2023-08-13,,92725,234,51
E40000006,South West,nhsRegion,2023-08-12,,92674,218,26
E40000006,South West,nhsRegion,2023-08-11,,92648,208,26
E40000006,South West,nhsRegion,2023-08-10,,92622,204,40
E40000006,South West,nhsRegion,2023-08-09,,92582,190,38
E40000006,South West,nhsRegion,2023-08-08,,92544,162,35
E40000006,South West,nhsRegion,2023-08-07,,92509,170,53
E40000006,South West,nhsRegion,2023-08-06,,92456,158,36
E40000006,South West,nhsRegion,2023-08-05,,92420,170,24
E40000006,South West,nhsRegion,2023-08-04,,92396,173,21
E40000006,South West,nhsRegion,2023-08-03,,92375,169,27
E40000006,South West,nhsRegion,2023-08-02,,92348,167,31
E40000006,South West,nhsRegion,2023-08-01,,92317,169,34
E40000006,South West,nhsRegion,2023-07-31,,92283,152,33
E40000006,South West,nhsRegion,2023-07-30,,92250,160,49
E40000006,South West,nhsRegion,2023-07-29,,92201,151,23
E40000006,South West,nhsRegion,2023-07-28,,92178,144,28
E40000006,South West,nhsRegion,2023-07-27,,92150,144,36
E40000006,South West,nhsRegion,2023-07-26,,92114,134,29
E40000006,South West,nhsRegion,2023-07-25,,92085,111,29
E40000006,South West,nhsRegion,2023-07-24,,92056,93,52
E40000006,South West,nhsRegion,2023-07-23,,92004,80,40
E40000006,South West,nhsRegion,2023-07-22,,91964,76,26
E40000006,South West,nhsRegion,2023-07-21,,91938,90,23
E40000006,South West,nhsRegion,2023-07-20,,91915,80,17
E40000006,South West,nhsRegion,2023-07-19,,91898,84,29
E40000006,South West,nhsRegion,2023-07-18,,91869,88,19
E40000006,South West,nhsRegion,2023-07-17,,91850,85,13
E40000006,South West,nhsRegion,2023-07-16,,91837,80,21
E40000006,South West,nhsRegion,2023-07-15,,91816,68,15
E40000006,South West,nhsRegion,2023-07-14,,91801,67,12
E40000006,South West,nhsRegion,2023-07-13,,91789,65,12
