date,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,hospitalCases,newAdmissions,population,covidOccupiedMVBeds,cumAdmissions
2021-09-14,22469.0,115.0,6371933.0,118513.0,8841.0,981,56171302,1227.0,627562
2021-09-15,22262.0,101.0,6394195.0,118614.0,8842.0,948,56171302,1262.0,628510
2021-09-16,22138.0,111.0,6416333.0,118725.0,8471.0,952,56171302,1171.0,629462
2021-09-17,22214.0,127.0,6438547.0,118852.0,8265.0,772,56171302,1166.0,630234
2021-09-18,20817.0,94.0,6459364.0,118946.0,7952.0,794,56171302,1151.0,631028
2021-09-19,24649.0,90.0,6484013.0,119036.0,8001.0,841,56171302,1140.0,631869
2021-09-20,31967.0,105.0,6515980.0,119141.0,8061.0,859,56171302,1119.0,632728
2021-09-21,30392.0,93.0,6546372.0,119234.0,7822.0,848,56171302,1076.0,633576
2021-09-22,28625.0,106.0,6574997.0,119340.0,7639.0,808,56171302,1082.0,634384
2021-09-23,28178.0,103.0,6603175.0,119443.0,7357.0,826,56171302,1050.0,635210
2021-09-24,25605.0,92.0,6628780.0,119535.0,7083.0,795,56171302,1009.0,636005
2021-09-25,23305.0,92.0,6652085.0,119627.0,7259.0,736,56171302,1006.0,636741
2021-09-26,26708.0,68.0,6678793.0,119695.0,7021.0,768,56171302,965.0,637509
2021-09-27,34445.0,78.0,6713238.0,119773.0,7261.0,870,56171302,959.0,638379
2021-09-28,29467.0,80.0,6742705.0,119853.0,7225.0,859,56171302,955.0,639238
2021-09-29,28511.0,86.0,6771216.0,119939.0,7075.0,897,56171302,943.0,640135
2021-09-30,26670.0,81.0,6797886.0,120020.0,6936.0,793,56171302,933.0,640928
2021-10-01,23984.0,98.0,6821870.0,120118.0,6752.0,738,56171302,926.0,641666
2021-10-02,21718.0,75.0,6843588.0,120193.0,6548.0,778,56171302,875.0,642444
2021-10-03,26989.0,74.0,6870577.0,120267.0,6804.0,848,56171302,898.0,643292
2021-10-04,36294.0,82.0,6906871.0,120349.0,6941.0,883,56171302,888.0,644175
2021-10-05,32095.0,84.0,6938966.0,120433.0,7128.0,952,56171302,924.0,645127
2021-10-06,32372.0,77.0,6971338.0,120510.0,7163.0,892,56171302,921.0,646019
2021-10-07,32004.0,91.0,7003342.0,120601.0,7129.0,902,56171302,928.0,646921
2021-10-08,29683.0,96.0,7033025.0,120697.0,7098.0,891,56171302,912.0,647812
2021-10-09,27022.0,92.0,7060047.0,120789.0,7013.0,891,56171302,890.0,648703
2021-10-10,31348.0,70.0,7091395.0,120859.0,7265.0,852,56171302,857.0,649555
2021-10-11,42875.0,94.0,7134270.0,120953.0,7448.0,970,56171302,869.0,650525
2021-10-12,40678.0,87.0,7174948.0,121040.0,7465.0,1075,56171302,909.0,651600
2021-10-13,40333.0,89.0,7215281.0,121129.0,7473.0,1065,56171302,911.0,652665
2021-10-14,39024.0,110.0,7254305.0,121239.0,7517.0,1032,56171302,916.0,653697
2021-10-15,36385.0,105.0,7290690.0,121344.0,7618.0,1058,56171302,926.0,654755
2021-10-16,31428.0,97.0,7322118.0,121441.0,7660.0,1053,56171302,942.0,655808
2021-10-17,37266.0,104.0,7359384.0,121545.0,7972.0,1126,56171302,957.0,656934
2021-10-18,48987.0,95.0,7408371.0,121640.0,8395.0,1267,56171302,960.0,658201
2021-10-19,44331.0,103.0,7452702.0,121743.0,8593.0,1248,56171302,1005.0,659449
2021-10-20,43674.0,120.0,7496376.0,121863.0,8874.0,1267,56171302,1016.0,660716
2021-10-21,38295.0,113.0,7534671.0,121976.0,8921.0,1152,56171302,1025.0,661868
2021-10-22,34283.0,105.0,7568954.0,122081.0,9012.0,1046,56171302,1028.0,662914
2021-10-23,29565.0,132.0,7598519.0,122213.0,8990.0,1039,56171302,1027.0,663953
2021-10-24,29923.0,117.0,7628442.0,122330.0,9116.0,1133,56171302,1047.0,665086
2021-10-25,39731.0,114.0,7668173.0,122444.0,9472.0,1169,56171302,1083.0,666255
2021-10-26,35089.0,131.0,7703262.0,122575.0,9595.0,1273,56171302,1118.0,667528
2021-10-27,36300.0,134.0,7739562.0,122709.0,9670.0,1354,56171302,1118.0,668882
2021-10-28,34871.0,154.0,7774433.0,122863.0,9768.0,1240,56171302,1105.0,670122
2021-10-29,33832.0,130.0,7808265.0,122993.0,9933.0,1155,56171302,1118.0,671277
2021-10-30,28090.0,131.0,7836355.0,123124.0,9971.0,1009,56171302,1118.0,672286
2021-10-31,29419.0,153.0,7865774.0,123277.0,10224.0,1189,56171302,1123.0,673475
2021-11-01,37471.0,136.0,7903245.0,123413.0,10482.0,1252,56171302,1181.0,674727
2021-11-02,31139.0,128.0,7934384.0,123541.0,10425.0,1226,56171302,1173.0,675953
2021-11-03,29222.0,128.0,7963606.0,123669.0,10117.0,1119,56171302,1161.0,677072
2021-11-04,27214.0,120.0,7990820.0,123789.0,9990.0,987,56171302,1181.0,678059
2021-11-05,24252.0,128.0,8015072.0,123917.0,9812.0,943,56171302,1171.0,679002
2021-11-06,22457.0,140.0,8037529.0,124057.0,9456.0,942,56171302,1160.0,679944
2021-11-07,25332.0,133.0,8062861.0,124190.0,9525.0,999,56171302,1148.0,680943
2021-11-08,35946.0,127.0,8098807.0,124317.0,9722.0,1162,56171302,1184.0,682105
2021-11-09,34505.0,126.0,8133312.0,124443.0,9716.0,1122,56171302,1178.0,683227
2021-11-10,35200.0,118.0,8168512.0,124561.0,9590.0,1126,56171302,1149.0,684353
2021-11-11,33503.0,123.0,8202015.0,124684.0,9466.0,1080,56171302,1146.0,685433
2021-11-12,31111.0,118.0,8233126.0,124802.0,9336.0,1008,56171302,1139.0,686441
2021-11-13,27226.0,108.0,8260352.0,124910.0,9156.0,902,56171302,1118.0,687343
2021-11-14,29450.0,105.0,8289802.0,125015.0,9227.0,927,56171302,1128.0,688270
2021-11-15,42284.0,137.0,8332086.0,125152.0,9454.0,940,56171302,1103.0,689210
2021-11-16,38490.0,128.0,8370576.0,125280.0,9145.0,980,56171302,1077.0,690190
2021-11-17,38096.0,99.0,8408672.0,125379.0,8846.0,971,56171302,1069.0,691161
2021-11-18,36900.0,112.0,8445572.0,125491.0,8726.0,979,56171302,1053.0,692140
2021-11-19,32999.0,104.0,8478571.0,125595.0,8707.0,880,56171302,1040.0,693020
2021-11-20,29744.0,100.0,8508315.0,125695.0,8554.0,818,56171302,1037.0,693838
2021-11-21,31623.0,89.0,8539938.0,125784.0,8723.0,886,56171302,1053.0,694724
2021-11-22,42643.0,94.0,8582581.0,125878.0,8847.0,814,56171302,1058.0,695538
2021-11-23,40841.0,121.0,8623422.0,125999.0,8613.0,914,56171302,1052.0,696452
2021-11-24,39692.0,98.0,8663114.0,126097.0,8330.0,997,56171302,1059.0,697449
2021-11-25,36963.0,107.0,8700077.0,126204.0,8357.0,877,56171302,1078.0,698326
2021-11-26,33493.0,107.0,8733570.0,126311.0,8207.0,830,56171302,1083.0,699156
2021-11-27,28294.0,86.0,8761864.0,126397.0,8021.0,823,56171302,1071.0,699979
2021-11-28,33706.0,91.0,8795570.0,126488.0,8097.0,817,56171302,1079.0,700796
2021-11-29,47671.0,105.0,8843241.0,126593.0,8311.0,895,56171302,1079.0,701691
2021-11-30,47379.0,87.0,8890620.0,126680.0,8410.0,926,56171302,1112.0,702617
2021-12-01,46997.0,102.0,8937617.0,126782.0,7890.0,938,56171302,1047.0,703555
2021-12-02,42764.0,84.0,8980381.0,126866.0,8056.0,970,56171302,1051.0,704525
2021-12-03,38918.0,112.0,9019299.0,126978.0,7956.0,821,56171302,1057.0,705346
2021-12-04,33176.0,119.0,9052475.0,127097.0,7854.0,843,56171302,1041.0,706189
2021-12-05,34823.0,89.0,9087298.0,127186.0,7991.0,958,56171302,1033.0,707147
2021-12-06,50712.0,110.0,9138010.0,127296.0,8100.0,976,56171302,1062.0,708123
2021-12-07,47779.0,93.0,9185789.0,127389.0,8131.0,1087,56171302,1042.0,709210
2021-12-08,49629.0,98.0,9235418.0,127487.0,8177.0,987,56171302,1029.0,710197
2021-12-09,48490.0,103.0,9283908.0,127590.0,8240.0,1046,56171302,1052.0,711243
2021-12-10,44655.0,94.0,9328563.0,127684.0,8143.0,924,56171302,1050.0,712167
2021-12-11,41673.0,78.0,9370236.0,127762.0,8187.0,896,56171302,1042.0,713063
2021-12-12,46084.0,106.0,9416320.0,127868.0,8318.0,996,56171302,1043.0,714059
2021-12-13,75934.0,90.0,9492254.0,127958.0,8466.0,1041,56171302,1048.0,715100
2021-12-14,90123.0,109.0,9582377.0,128067.0,8574.0,1059,56171302,1063.0,716159
2021-12-15,98955.0,95.0,9681332.0,128162.0,8457.0,1030,56171302,1046.0,717189
2021-12-16,93068.0,91.0,9774400.0,128253.0,8482.0,1001,56171302,1038.0,718190
2021-12-17,84223.0,114.0,9858623.0,128367.0,8316.0,938,56171302,1040.0,719128
2021-12-18,78339.0,92.0,9936962.0,128459.0,8253.0,934,56171302,1002.0,720062
2021-12-19,77935.0,92.0,10014897.0,128551.0,8406.0,1198,56171302,1001.0,721260
2021-12-20,116508.0,100.0,10131405.0,128651.0,8712.0,1385,56171302,1010.0,722645
2021-12-21,128587.0,87.0,10259992.0,128738.0,8993.0,1384,56171302,994.0,724029
2021-12-22,137046.0,115.0,10397038.0,128853.0,9190.0,1576,56171302,980.0,725605
2021-12-23,135975.0,119.0,10533013.0,128972.0,9175.0,1618,56171302,968.0,727223
2021-12-24,116634.0,111.0,10649647.0,129083.0,9487.0,1337,56171302,950.0,728560
2021-12-25,59516.0,93.0,10709163.0,129176.0,9233.0,1646,56171302,955.0,730206
2021-12-26,98131.0,107.0,10807294.0,129283.0,9728.0,1782,56171302,973.0,731988
2021-12-27,154331.0,126.0,10961625.0,129409.0,10806.0,2304,56171302,976.0,734292
2021-12-28,169263.0,142.0,11130888.0,129551.0,12194.0,2833,56171302,964.0,737125
2021-12-29,222188.0,103.0,11353076.0,129654.0,13375.0,3236,56171302,970.0,740361
2021-12-30,191124.0,175.0,11544200.0,129829.0,14778.0,2818,56171302,989.0,743179
2021-12-31,151496.0,147.0,11695696.0,129976.0,16161.0,2476,56171302,1002.0,745655
2022-01-01,98042.0,163.0,11793738.0,130139.0,16497.0,2448,56171302,984.0,748103
2022-01-02,147353.0,153.0,11941091.0,130292.0,17361.0,2568,56171302,995.0,750671
2022-01-03,191620.0,157.0,12132711.0,130449.0,18703.0,2947,56171302,989.0,753618
2022-01-04,232731.0,177.0,12365442.0,130626.0,19863.0,2896,56171302,1018.0,756514
2022-01-05,181964.0,192.0,12547406.0,130818.0,20635.0,2946,56171302,987.0,759460
2022-01-06,149245.0,224.0,12696651.0,131042.0,21357.0,2884,56171302,979.0,762344
2022-01-07,103789.0,228.0,12800440.0,131270.0,21525.0,2451,56171302,931.0,764795
2022-01-08,80270.0,221.0,12880710.0,131491.0,21470.0,2567,56171302,909.0,767362
2022-01-09,82256.0,235.0,12962966.0,131726.0,22049.0,2764,56171302,899.0,770126
2022-01-10,115121.0,247.0,13078087.0,131973.0,23023.0,3040,56171302,903.0,773166
2022-01-11,100122.0,248.0,13178209.0,132221.0,22886.0,2934,56171302,872.0,776100
2022-01-12,89263.0,225.0,13267472.0,132446.0,22800.0,2707,56171302,852.0,778807
2022-01-13,83421.0,233.0,13350893.0,132679.0,22625.0,2732,56171302,852.0,781539
2022-01-14,74592.0,251.0,13425485.0,132930.0,22479.0,2371,56171302,822.0,783910
2022-01-15,67357.0,256.0,13492842.0,133186.0,22186.0,2253,56171302,788.0,786163
2022-01-16,85109.0,249.0,13577951.0,133435.0,22351.0,2503,56171302,804.0,788666
2022-01-17,113970.0,259.0,13691921.0,133694.0,22700.0,2588,56171302,811.0,791254
2022-01-18,102567.0,252.0,13794488.0,133946.0,22257.0,2500,56171302,807.0,793754
2022-01-19,96753.0,239.0,13891241.0,134185.0,21592.0,2451,56171302,780.0,796205
2022-01-20,86266.0,223.0,13977507.0,134408.0,21005.0,2385,56171302,764.0,798590
2022-01-21,78518.0,269.0,14056025.0,134677.0,20406.0,2015,56171302,733.0,800605
2022-01-22,70075.0,257.0,14126100.0,134934.0,19699.0,1812,56171302,730.0,802417
2022-01-23,88178.0,219.0,14214278.0,135153.0,19607.0,2146,56171302,699.0,804563
2022-01-24,108519.0,247.0,14322797.0,135400.0,19956.0,2178,56171302,690.0,806741
2022-01-25,96430.0,211.0,14419227.0,135611.0,19329.0,2348,56171302,662.0,809089
2022-01-26,92691.0,233.0,14511918.0,135844.0,19071.0,2373,56171302,646.0,811462
2022-01-27,82138.0,257.0,14594056.0,136101.0,18694.0,2118,56171302,629.0,813580
2022-01-28,71247.0,223.0,14665303.0,136324.0,18429.0,1870,56171302,606.0,815450
2022-01-29,62658.0,236.0,14727961.0,136560.0,17489.0,1819,56171302,598.0,817269
2022-01-30,74502.0,217.0,14802463.0,136777.0,17817.0,1804,56171302,595.0,819073
2022-01-31,87851.0,227.0,14890314.0,137004.0,18227.0,2002,56171302,590.0,821075
2022-02-01,77842.0,228.0,14968156.0,137232.0,17648.0,2112,56171302,587.0,823187
2022-02-02,73408.0,225.0,15041564.0,137457.0,17135.0,1989,56171302,565.0,825176
2022-02-03,63540.0,205.0,15105104.0,137662.0,16983.0,1795,56171302,563.0,826971
2022-02-04,52110.0,179.0,15157214.0,137841.0,16448.0,1603,56171302,552.0,828574
2022-02-05,42964.0,194.0,15200178.0,138035.0,15863.0,1449,56171302,534.0,830023
2022-02-06,49877.0,189.0,15250055.0,138224.0,15687.0,1630,56171302,508.0,831653
2022-02-07,62281.0,155.0,15312336.0,138379.0,15902.0,1656,56171302,508.0,833309
2022-02-08,55032.0,165.0,15367368.0,138544.0,15522.0,1725,56171302,492.0,835034
2022-02-09,50628.0,157.0,15417996.0,138701.0,14967.0,1668,56171302,492.0,836702
2022-02-10,41027.0,165.0,15459023.0,138866.0,14564.0,1582,56171302,490.0,838284
2022-02-11,34685.0,147.0,15493708.0,139013.0,14071.0,1325,56171302,478.0,839609
2022-02-12,28854.0,148.0,15522562.0,139161.0,13546.0,1327,56171302,464.0,840936
2022-02-13,32123.0,150.0,15554685.0,139311.0,13530.0,1355,56171302,448.0,842291
2022-02-14,42191.0,169.0,15596876.0,139480.0,13811.0,1488,56171302,463.0,843779
2022-02-15,39871.0,146.0,15636747.0,139626.0,13383.0,1542,56171302,419.0,845321
2022-02-16,39184.0,148.0,15675931.0,139774.0,13121.0,1511,56171302,421.0,846832
2022-02-17,33900.0,144.0,15709831.0,139918.0,12819.0,1310,56171302,386.0,848142
2022-02-18,24756.0,130.0,15734587.0,140048.0,12435.0,1234,56171302,383.0,849376
2022-02-19,26236.0,136.0,15760823.0,140184.0,12381.0,1107,56171302,379.0,850483
2022-02-20,28238.0,141.0,15789061.0,140325.0,12168.0,1271,56171302,388.0,851754
2022-02-21,32804.0,121.0,15821865.0,140446.0,12353.0,1358,56171302,374.0,853112
2022-02-22,27782.0,119.0,15849647.0,140565.0,12022.0,1299,56171302,360.0,854411
2022-02-23,25783.0,119.0,15875430.0,140684.0,11886.0,1291,56171302,355.0,855702
2022-02-24,21654.0,132.0,15897084.0,140816.0,11595.0,1299,56171302,336.0,857001
2022-02-25,19315.0,118.0,15916399.0,140934.0,11352.0,1129,56171302,312.0,858130
2022-02-26,17421.0,115.0,15933820.0,141049.0,11006.0,1188,56171302,287.0,859318
2022-02-27,22019.0,105.0,15955839.0,141154.0,11160.0,1231,56171302,300.0,860549
2022-02-28,31591.0,117.0,15987430.0,141271.0,11461.0,1533,56171302,320.0,862082
2022-03-01,31529.0,111.0,16018959.0,141382.0,11364.0,1438,56171302,306.0,863520
2022-03-02,33088.0,128.0,16052047.0,141510.0,11226.0,1546,56171302,311.0,865066
2022-03-03,31263.0,138.0,16083310.0,141648.0,10858.0,1607,56171302,285.0,866673
2022-03-04,30316.0,106.0,16113626.0,141754.0,11206.0,1362,56171302,293.0,868035
2022-03-05,28260.0,104.0,16141886.0,141858.0,11225.0,1351,56171302,289.0,869386
2022-03-06,35676.0,102.0,16177562.0,141960.0,11334.0,1603,56171302,289.0,870989
2022-03-07,50614.0,113.0,16228176.0,142073.0,11850.0,1645,56171302,296.0,872634
2022-03-08,51977.0,126.0,16280153.0,142199.0,12168.0,1788,56171302,301.0,874422
2022-03-09,55090.0,122.0,16335243.0,142321.0,12151.0,1971,56171302,292.0,876393
2022-03-10,53873.0,126.0,16389116.0,142447.0,12196.0,1856,56171302,272.0,878249
2022-03-11,51839.0,118.0,16440955.0,142565.0,12341.0,1870,56171302,273.0,880119
2022-03-12,48762.0,121.0,16489717.0,142686.0,12667.0,1801,56171302,263.0,881920
2022-03-13,59894.0,121.0,16549611.0,142807.0,13020.0,2105,56171302,263.0,884025
2022-03-14,79026.0,153.0,16628637.0,142960.0,13903.0,2205,56171302,290.0,886230
2022-03-15,73621.0,131.0,16702258.0,143091.0,14327.0,2346,56171302,285.0,888576
2022-03-16,73423.0,145.0,16775681.0,143236.0,14533.0,2370,56171302,279.0,890946
2022-03-17,67168.0,156.0,16842849.0,143392.0,14947.0,2250,56171302,295.0,893196
2022-03-18,61346.0,157.0,16904195.0,143549.0,15264.0,2193,56171302,284.0,895389
2022-03-19,54698.0,145.0,16958893.0,143694.0,15340.0,2398,56171302,278.0,897787
2022-03-20,66448.0,150.0,17025341.0,143844.0,15948.0,2408,56171302,281.0,900195
2022-03-21,89320.0,143.0,17114661.0,143987.0,16866.0,2663,56171302,300.0,902858
2022-03-22,81235.0,178.0,17195896.0,144165.0,17263.0,2844,56171302,330.0,905702
2022-03-23,76949.0,159.0,17272845.0,144324.0,17608.0,2879,56171302,322.0,908581
2022-03-24,68020.0,170.0,17340865.0,144494.0,18151.0,2714,56171302,357.0,911295
2022-03-25,59720.0,174.0,17400585.0,144668.0,18415.0,2588,56171302,357.0,913883
2022-03-26,51308.0,185.0,17451893.0,144853.0,18524.0,2470,56171302,376.0,916353
2022-03-27,57576.0,184.0,17509469.0,145037.0,19352.0,2769,56171302,374.0,919122
2022-03-28,78328.0,186.0,17587797.0,145223.0,20338.0,3130,56171302,401.0,922252
2022-03-29,66938.0,199.0,17654735.0,145422.0,20659.0,2976,56171302,408.0,925228
2022-03-30,62244.0,209.0,17716979.0,145631.0,21030.0,3219,56171302,401.0,928447
2022-03-31,45421.0,219.0,17762400.0,145850.0,21027.0,2957,56171302,392.0,931404
2022-04-01,39907.0,213.0,17802307.0,146063.0,21497.0,2541,56171302,385.0,933945
2022-04-02,31239.0,255.0,17833546.0,146318.0,21284.0,2501,56171302,381.0,936446
2022-04-03,35266.0,225.0,17868812.0,146543.0,21663.0,2802,56171302,377.0,939248
2022-04-04,44697.0,205.0,17913509.0,146748.0,22374.0,2921,56171302,383.0,942169
2022-04-05,39952.0,223.0,17953461.0,146971.0,22460.0,3127,56171302,399.0,945296
2022-04-06,36454.0,240.0,17989915.0,147211.0,22579.0,2950,56171302,395.0,948246
2022-04-07,31328.0,242.0,18021243.0,147453.0,22511.0,2745,56171302,394.0,950991
2022-04-08,26993.0,264.0,18048236.0,147717.0,22251.0,2370,56171302,392.0,953361
2022-04-09,22693.0,237.0,18070929.0,147954.0,21602.0,2320,56171302,404.0,955681
2022-04-10,25363.0,238.0,18096292.0,148192.0,21875.0,2473,56171302,413.0,958154
2022-04-11,30234.0,234.0,18126526.0,148426.0,22358.0,2646,56171302,423.0,960800
2022-04-12,27065.0,249.0,18153591.0,148675.0,22026.0,2782,56171302,426.0,963582
2022-04-13,25189.0,259.0,18178780.0,148934.0,20994.0,2609,56171302,381.0,966191
2022-04-14,21118.0,233.0,18199898.0,149167.0,20449.0,2275,56171302,377.0,968466
2022-04-15,17004.0,210.0,18216902.0,149377.0,19803.0,2004,56171302,350.0,970470
2022-04-16,15827.0,228.0,18232729.0,149605.0,19782.0,1765,56171302,368.0,972235
2022-04-17,16061.0,221.0,18248790.0,149826.0,19572.0,1848,56171302,359.0,974083
2022-04-18,20271.0,217.0,18269061.0,150043.0,19701.0,2057,56171302,359.0,976140
2022-04-19,20276.0,175.0,18289337.0,150218.0,20093.0,2008,56171302,378.0,978148
2022-04-20,16696.0,204.0,18306033.0,150422.0,19446.0,1816,56171302,383.0,979964
2022-04-21,14271.0,176.0,18320304.0,150598.0,18447.0,1758,56171302,362.0,981722
2022-04-22,12250.0,186.0,18332554.0,150784.0,17768.0,1640,56171302,346.0,983362
2022-04-23,10355.0,177.0,18342909.0,150961.0,16810.0,1522,56171302,359.0,984884
2022-04-24,11680.0,159.0,18354589.0,151120.0,16758.0,1462,56171302,359.0,986346
2022-04-25,13182.0,163.0,18367771.0,151283.0,16589.0,1553,56171302,351.0,987899
2022-04-26,11091.0,149.0,18378862.0,151432.0,15674.0,1506,56171302,354.0,989405
2022-04-27,9931.0,160.0,18388793.0,151592.0,15150.0,1497,56171302,330.0,990902
2022-04-28,8835.0,167.0,18397628.0,151759.0,14424.0,1281,56171302,318.0,992183
2022-04-29,7787.0,147.0,18405415.0,151906.0,13718.0,1212,56171302,327.0,993395
2022-04-30,6706.0,162.0,18412121.0,152068.0,13108.0,986,56171302,339.0,994381
2022-05-01,7546.0,149.0,18419667.0,152217.0,12908.0,1109,56171302,326.0,995490
2022-05-02,10141.0,133.0,18429808.0,152350.0,12845.0,1115,56171302,318.0,996605
2022-05-03,10927.0,119.0,18440735.0,152469.0,12697.0,1202,56171302,301.0,997807
2022-05-04,9587.0,119.0,18450322.0,152588.0,12282.0,1191,56171302,304.0,998998
2022-05-05,8382.0,111.0,18458704.0,152699.0,11776.0,1086,56171302,286.0,1000084
2022-05-06,7282.0,122.0,18465986.0,152821.0,11186.0,1002,56171302,264.0,1001086
2022-05-07,6160.0,114.0,18472146.0,152935.0,10641.0,810,56171302,242.0,1001896
2022-05-08,7466.0,103.0,18479612.0,153038.0,10559.0,913,56171302,246.0,1002809
2022-05-09,8660.0,103.0,18488272.0,153141.0,10455.0,1004,56171302,232.0,1003813
2022-05-10,7915.0,105.0,18496187.0,153246.0,10034.0,995,56171302,218.0,1004808
2022-05-11,7056.0,87.0,18503243.0,153333.0,9597.0,920,56171302,207.0,1005728
2022-05-12,6182.0,99.0,18509425.0,153432.0,9049.0,927,56171302,198.0,1006655
2022-05-13,5535.0,88.0,18514960.0,153520.0,8708.0,754,56171302,201.0,1007409
2022-05-14,4944.0,79.0,18519904.0,153599.0,8493.0,755,56171302,214.0,1008164
2022-05-15,6505.0,80.0,18526409.0,153679.0,8492.0,763,56171302,215.0,1008927
2022-05-16,7649.0,67.0,18534058.0,153746.0,8255.0,778,56171302,197.0,1009705
2022-05-17,6559.0,81.0,18540617.0,153827.0,7833.0,806,56171302,217.0,1010511
2022-05-18,6157.0,55.0,18546774.0,153882.0,7300.0,867,56171302,200.0,1011378
2022-05-19,5544.0,56.0,18552318.0,153938.0,7297.0,776,56171302,213.0,1012154
2022-05-20,4786.0,65.0,18557104.0,154003.0,7084.0,607,56171302,218.0,1012761
2022-05-21,4007.0,61.0,18561111.0,154064.0,6901.0,529,56171302,207.0,1013290
2022-05-22,4935.0,60.0,18566046.0,154124.0,6875.0,613,56171302,199.0,1013903
2022-05-23,5944.0,60.0,18571990.0,154184.0,6831.0,693,56171302,188.0,1014596
2022-05-24,5322.0,45.0,18577312.0,154229.0,6370.0,628,56171302,177.0,1015224
2022-05-25,4956.0,43.0,18582268.0,154272.0,6136.0,642,56171302,173.0,1015866
2022-05-26,4604.0,61.0,18586872.0,154333.0,5945.0,574,56171302,165.0,1016440
2022-05-27,4229.0,48.0,18591101.0,154381.0,5686.0,589,56171302,169.0,1017029
2022-05-28,3822.0,53.0,18594923.0,154434.0,5429.0,519,56171302,159.0,1017548
2022-05-29,4429.0,34.0,18599352.0,154468.0,5432.0,600,56171302,154.0,1018148
2022-05-30,5568.0,58.0,18604920.0,154526.0,5512.0,642,56171302,150.0,1018790
2022-05-31,5431.0,55.0,18610351.0,154581.0,5439.0,669,56171302,148.0,1019459
2022-06-01,5393.0,40.0,18615744.0,154621.0,5187.0,660,56171302,154.0,1020119
2022-06-02,4811.0,44.0,18620555.0,154665.0,5180.0,574,56171302,156.0,1020693
2022-06-03,5293.0,33.0,18625848.0,154698.0,5170.0,552,56171302,155.0,1021245
2022-06-04,5932.0,48.0,18631780.0,154746.0,5112.0,600,56171302,137.0,1021845
2022-06-05,8022.0,44.0,18639802.0,154790.0,5323.0,715,56171302,142.0,1022560
2022-06-06,9394.0,47.0,18649196.0,154837.0,5516.0,814,56171302,150.0,1023374
2022-06-07,9131.0,38.0,18658327.0,154875.0,5499.0,785,56171302,145.0,1024159
2022-06-08,9614.0,39.0,18667941.0,154914.0,5477.0,895,56171302,157.0,1025054
2022-06-09,9194.0,33.0,18677135.0,154947.0,5514.0,851,56171302,162.0,1025905
2022-06-10,8774.0,49.0,18685909.0,154996.0,5738.0,801,56171302,145.0,1026706
2022-06-11,8234.0,43.0,18694143.0,155039.0,5724.0,800,56171302,155.0,1027506
2022-06-12,10567.0,30.0,18704710.0,155069.0,5929.0,874,56171302,148.0,1028380
2022-06-13,12754.0,36.0,18717464.0,155105.0,6161.0,977,56171302,151.0,1029357
2022-06-14,12483.0,36.0,18729947.0,155141.0,6362.0,1038,56171302,152.0,1030395
2022-06-15,12206.0,46.0,18742153.0,155187.0,6524.0,1123,56171302,153.0,1031518
2022-06-16,11753.0,55.0,18753906.0,155242.0,6756.0,1107,56171302,157.0,1032625
2022-06-17,11463.0,50.0,18765369.0,155292.0,6751.0,1132,56171302,138.0,1033757
2022-06-18,11522.0,48.0,18776891.0,155340.0,6930.0,1081,56171302,159.0,1034838
2022-06-19,14388.0,57.0,18791279.0,155397.0,7271.0,1254,56171302,162.0,1036092
2022-06-20,16704.0,59.0,18807983.0,155456.0,7649.0,1459,56171302,176.0,1037551
2022-06-21,17321.0,53.0,18825304.0,155509.0,8021.0,1547,56171302,169.0,1039098
2022-06-22,17512.0,65.0,18842816.0,155574.0,8260.0,1512,56171302,172.0,1040610
2022-06-23,16493.0,70.0,18859309.0,155644.0,8536.0,1650,56171302,177.0,1042260
2022-06-24,15409.0,52.0,18874718.0,155696.0,9032.0,1494,56171302,192.0,1043754
2022-06-25,14294.0,71.0,18889012.0,155767.0,9280.0,1397,56171302,207.0,1045151
2022-06-26,17886.0,64.0,18906898.0,155831.0,9959.0,1736,56171302,223.0,1046887
2022-06-27,21648.0,72.0,18928546.0,155903.0,10483.0,1939,56171302,239.0,1048826
2022-06-28,21590.0,68.0,18950136.0,155971.0,10955.0,2004,56171302,255.0,1050830
2022-06-29,21464.0,84.0,18971600.0,156055.0,11530.0,2099,56171302,246.0,1052929
2022-06-30,21253.0,80.0,18992853.0,156135.0,11980.0,2168,56171302,266.0,1055097
2022-07-01,20808.0,90.0,19013661.0,156225.0,12598.0,1823,56171302,277.0,1056920
2022-07-02,19391.0,104.0,19033052.0,156329.0,12895.0,1858,56171302,269.0,1058778
2022-07-03,24957.0,93.0,19058009.0,156422.0,13402.0,2388,56171302,270.0,1061166
2022-07-04,30039.0,114.0,19088048.0,156536.0,14279.0,2581,56171302,279.0,1063747
2022-07-05,27818.0,110.0,19115866.0,156646.0,14810.0,2628,56171302,285.0,1066375
2022-07-06,26428.0,125.0,19142294.0,156771.0,15410.0,2623,56171302,271.0,1068998
2022-07-07,23800.0,117.0,19166094.0,156888.0,15940.0,2691,56171302,287.0,1071689
2022-07-08,21871.0,128.0,19187965.0,157016.0,16518.0,2313,56171302,279.0,1074002
2022-07-09,19138.0,140.0,19207103.0,157156.0,16790.0,2135,56171302,285.0,1076137
2022-07-10,22801.0,145.0,19229904.0,157301.0,17347.0,2571,56171302,311.0,1078708
2022-07-11,26880.0,145.0,19256784.0,157446.0,17993.0,2716,56171302,331.0,1081424
