S(t),I(t),H(t),C(t),R(t),D(t),date
55980971.0,55863.71428571428,12335.42857142857,1424.4285714285713,98035.42857142857,258.42857142857144,2020-05-18
55978410.0,54442.0,12110.285714285714,1376.0,101372.85714285714,252.14285714285714,2020-05-19
55976087.0,52936.28571428572,11839.714285714286,1328.857142857143,104725.28571428571,249.28571428571428,2020-05-20
55973845.0,51462.42857142857,11592.857142857143,1283.142857142857,108066.28571428571,238.85714285714286,2020-05-21
55972069.0,49953.42857142857,11344.42857142857,1222.5714285714287,111405.85714285714,228.42857142857142,2020-05-22
55970779.0,48448.57142857143,11111.142857142857,1172.142857142857,114684.14285714286,219.0,2020-05-23
55969590.0,46936.142857142855,10877.285714285714,1122.7142857142858,117923.28571428571,211.28571428571428,2020-05-24
55968218.0,45474.0,10647.142857142857,1079.0,121007.14285714286,200.14285714285714,2020-05-25
55966787.0,43961.57142857143,10412.57142857143,1037.142857142857,123985.85714285714,194.14285714285714,2020-05-26
55965190.0,42542.142857142855,10150.285714285714,994.8571428571429,126776.85714285714,185.14285714285714,2020-05-27
55963637.0,41174.142857142855,9878.57142857143,952.1428571428571,129420.71428571429,182.42857142857142,2020-05-28
55962278.0,39938.0,9583.285714285714,913.8571428571429,131877.7142857143,177.85714285714286,2020-05-29
55961286.0,38783.71428571428,9301.0,881.2857142857143,134218.42857142858,169.71428571428572,2020-05-30
55960309.0,37673.28571428572,9014.142857142857,851.2857142857143,136492.85714285713,161.85714285714286,2020-05-31
55959016.0,36499.71428571428,8718.42857142857,822.8571428571429,138826.85714285713,154.14285714285714,2020-06-01
55957671.0,35327.42857142857,8428.42857142857,792.0,141152.57142857142,148.85714285714286,2020-06-02
55956451.0,34138.57142857143,8192.0,764.8571428571429,143445.7142857143,144.14285714285714,2020-06-03
55955321.0,33015.142857142855,7975.571428571428,739.2857142857143,145621.7142857143,135.42857142857142,2020-06-04
55954318.0,31906.0,7769.571428571428,715.8571428571429,147740.14285714287,127.85714285714286,2020-06-05
55953608.0,30755.571428571428,7581.0,691.0,149865.85714285713,121.57142857142857,2020-06-06
55952948.0,29608.285714285714,7367.285714285715,664.7142857142857,151943.2857142857,121.42857142857143,2020-06-07
55951971.0,28538.714285714286,7150.714285714285,638.8571428571429,153899.14285714287,120.14285714285714,2020-06-08
55950916.0,27477.428571428572,6931.0,615.8571428571429,155814.85714285713,110.57142857142857,2020-06-09
55949840.0,26470.14285714286,6723.714285714285,592.5714285714286,157661.57142857142,105.0,2020-06-10
55948934.0,25417.428571428572,6492.571428571428,562.5714285714286,159528.7142857143,98.0,2020-06-11
55948003.0,24396.14285714286,6305.714285714285,536.2857142857143,161359.2857142857,92.85714285714286,2020-06-12
55947226.0,23448.285714285714,6127.714285714285,511.57142857142856,163132.7142857143,86.14285714285714,2020-06-13
55946477.0,22565.285714285714,5975.0,491.85714285714283,164859.42857142858,80.71428571428571,2020-06-14
55945548.0,21787.571428571428,5812.142857142857,472.57142857142856,166481.14285714287,73.57142857142857,2020-06-15
55944566.0,21157.0,5678.285714285715,454.7142857142857,167947.42857142858,71.42857142857143,2020-06-16
55943668.0,20602.0,5555.0,437.7142857142857,169319.0,65.14285714285714,2020-06-17
55942745.0,20147.428571428572,5467.0,431.57142857142856,170594.85714285713,62.857142857142854,2020-06-18
55941939.0,19733.714285714286,5349.142857142857,420.57142857142856,171815.7142857143,59.142857142857146,2020-06-19
55941319.0,19331.714285714286,5232.714285714285,416.14285714285717,173002.14285714287,59.42857142857143,2020-06-20
55940775.0,18926.714285714286,5111.142857142857,402.57142857142856,174166.14285714287,55.57142857142857,2020-06-21
55939965.0,18508.85714285714,5005.285714285715,394.85714285714283,175326.57142857142,55.0,2020-06-22
55939244.0,18061.714285714286,4871.714285714285,383.0,176480.0,54.0,2020-06-23
55938518.0,17637.285714285714,4750.285714285715,376.57142857142856,177584.2857142857,55.857142857142854,2020-06-24
55937881.0,17223.571428571428,4623.142857142857,365.0,178636.85714285713,56.0,2020-06-25
55937248.0,16829.85714285714,4479.0,354.0,179646.14285714287,54.57142857142857,2020-06-26
55936745.0,16455.285714285714,4360.714285714285,339.0,180621.42857142858,52.714285714285715,2020-06-27
55936335.0,16107.57142857143,4253.0,333.42857142857144,181551.57142857142,51.857142857142854,2020-06-28
55935681.0,15784.857142857143,4194.428571428572,322.14285714285717,182437.85714285713,48.42857142857143,2020-06-29
55935107.0,15475.714285714286,4073.714285714286,317.85714285714283,183292.2857142857,45.714285714285715,2020-06-30
55934511.0,15169.57142857143,3937.4285714285716,310.7142857142857,184131.7142857143,39.142857142857146,2020-07-01
55933963.0,14878.142857142857,3813.5714285714284,306.57142857142856,184946.14285714287,36.714285714285715,2020-07-02
55933439.0,14577.714285714286,3706.5714285714284,303.2857142857143,185755.42857142858,35.285714285714285,2020-07-03
55933061.0,14244.57142857143,3579.285714285714,295.0,186581.0,33.857142857142854,2020-07-04
55932522.0,13914.0,3436.5714285714284,286.42857142857144,187424.7142857143,31.571428571428573,2020-07-05
55931872.0,13582.42857142857,3236.0,278.42857142857144,188268.7142857143,31.714285714285715,2020-07-06
55931320.0,13258.42857142857,3107.8571428571427,267.14285714285717,189104.42857142858,29.285714285714285,2020-07-07
55930654.0,12963.57142857143,2985.4285714285716,255.42857142857142,189921.0,29.285714285714285,2020-07-08
55929978.0,12683.0,2861.285714285714,246.42857142857142,190742.2857142857,28.571428571428573,2020-07-09
55929467.0,12415.285714285714,2753.5714285714284,237.85714285714286,191549.42857142858,28.0,2020-07-10
55929047.0,12177.857142857143,2654.0,231.0,192333.85714285713,26.428571428571427,2020-07-11
55928699.0,11940.285714285714,2556.8571428571427,221.42857142857142,193092.85714285713,24.714285714285715,2020-07-12
55928026.0,11724.142857142857,2457.8571428571427,212.42857142857142,193835.42857142858,23.0,2020-07-13
55927377.0,11559.0,2355.0,201.42857142857142,194541.7142857143,22.142857142857142,2020-07-14
55926659.0,11427.857142857143,2273.714285714286,195.85714285714286,195221.57142857142,22.0,2020-07-15
55926028.0,11334.57142857143,2186.4285714285716,186.57142857142858,195860.42857142858,18.714285714285715,2020-07-16
55925492.0,11268.857142857143,2107.1428571428573,179.85714285714286,196476.0,18.0,2020-07-17
55925022.0,11225.857142857143,2037.7142857142858,173.42857142857142,197076.7142857143,17.285714285714285,2020-07-18
55924610.0,11210.142857142857,1975.857142857143,169.14285714285714,197659.14285714287,17.428571428571427,2020-07-19
55923852.0,11227.0,1907.5714285714287,164.0,198222.7142857143,15.857142857142858,2020-07-20
55923169.0,11267.0,1841.857142857143,160.85714285714286,198768.0,15.857142857142858,2020-07-21
55922419.0,11324.0,1794.857142857143,153.42857142857142,199301.2857142857,15.428571428571429,2020-07-22
55921696.0,11403.857142857143,1739.4285714285713,149.85714285714286,199824.2857142857,16.0,2020-07-23
55920994.0,11523.285714285714,1669.5714285714287,143.14285714285714,200333.14285714287,14.285714285714286,2020-07-24
55920498.0,11663.0,1600.5714285714287,135.71428571428572,200825.57142857142,14.142857142857142,2020-07-25
55919989.0,11795.714285714286,1526.4285714285713,127.71428571428571,201338.7142857143,14.285714285714286,2020-07-26
55919174.0,11937.285714285714,1459.5714285714287,121.42857142857143,201851.14285714287,14.285714285714286,2020-07-27
55918389.0,12095.57142857143,1411.0,115.14285714285714,202362.85714285713,12.857142857142858,2020-07-28
55917400.0,12279.285714285714,1342.142857142857,109.71428571428571,202884.57142857142,11.571428571428571,2020-07-29
55916531.0,12466.0,1301.0,103.0,203425.2857142857,10.428571428571429,2020-07-30
55915895.0,12644.0,1273.0,98.57142857142857,203964.7142857143,11.0,2020-07-31
55915392.0,12816.142857142857,1251.4285714285713,96.71428571428571,204511.7142857143,10.285714285714286,2020-08-01
55914879.0,13015.42857142857,1231.4285714285713,94.71428571428571,205033.14285714287,9.285714285714286,2020-08-02
55913924.0,13229.285714285714,1212.857142857143,91.28571428571429,205559.57142857142,9.714285714285714,2020-08-03
55912970.0,13452.57142857143,1187.2857142857142,89.28571428571429,206100.7142857143,9.714285714285714,2020-08-04
55912009.0,13665.0,1166.2857142857142,88.14285714285714,206649.42857142858,9.0,2020-08-05
55911025.0,13896.857142857143,1145.0,87.14285714285714,207195.0,9.142857142857142,2020-08-06
55910145.0,14159.57142857143,1118.4285714285713,84.71428571428571,207744.85714285713,8.857142857142858,2020-08-07
55909500.0,14434.42857142857,1068.5714285714287,80.71428571428571,208302.57142857142,9.142857142857142,2020-08-08
55908935.0,14707.57142857143,1021.1428571428571,77.71428571428571,208869.2857142857,9.285714285714286,2020-08-09
55907578.0,15025.0,997.1428571428571,76.28571428571429,209449.7142857143,8.714285714285714,2020-08-10
55906351.0,15376.57142857143,972.5714285714286,75.0,210035.0,8.714285714285714,2020-08-11
55905232.0,15745.142857142857,941.7142857142857,74.71428571428571,210625.2857142857,9.285714285714286,2020-08-12
55904208.0,16107.142857142857,920.1428571428571,74.0,211228.14285714287,9.0,2020-08-13
55903159.0,16468.14285714286,904.5714285714286,74.42857142857143,211856.42857142858,8.714285714285714,2020-08-14
55902509.0,16825.85714285714,906.0,76.57142857142857,212488.57142857142,8.857142857142858,2020-08-15
55901979.0,17165.714285714286,913.5714285714286,78.42857142857143,213134.42857142858,8.0,2020-08-16
55900834.0,17467.0,897.4285714285714,79.28571428571429,213788.42857142858,8.142857142857142,2020-08-17
55899895.0,17711.571428571428,884.1428571428571,79.42857142857143,214458.42857142858,7.714285714285714,2020-08-18
55898799.0,17918.14285714286,872.2857142857143,78.85714285714286,215163.85714285713,7.0,2020-08-19
55897569.0,18132.0,852.5714285714286,79.28571428571429,215891.2857142857,7.142857142857143,2020-08-20
55896553.0,18351.0,832.1428571428571,79.28571428571429,216608.7142857143,7.285714285714286,2020-08-21
55895832.0,18579.14285714286,835.1428571428571,78.71428571428571,217327.85714285713,6.571428571428571,2020-08-22
55895135.0,18828.0,816.7142857142857,78.0,218048.57142857142,8.142857142857142,2020-08-23
55894007.0,19055.85714285714,798.2857142857143,77.28571428571429,218788.85714285713,7.142857142857143,2020-08-24
55892964.0,19273.714285714286,781.0,77.42857142857143,219553.2857142857,7.857142857142857,2020-08-25
55891804.0,19502.714285714286,765.1428571428571,76.28571428571429,220314.42857142858,9.142857142857142,2020-08-26
55890467.0,19730.571428571428,756.5714285714286,76.57142857142857,221091.85714285713,9.285714285714286,2020-08-27
55889109.0,19971.85714285714,747.4285714285714,75.14285714285714,221904.42857142858,9.571428571428571,2020-08-28
55888076.0,20238.0,719.0,74.42857142857143,222737.0,9.285714285714286,2020-08-29
55887100.0,20537.85714285714,710.2857142857143,73.85714285714286,223576.85714285713,8.142857142857142,2020-08-30
55885830.0,20799.571428571428,703.2857142857143,73.71428571428571,224474.7142857143,8.571428571428571,2020-08-31
55883889.0,21151.714285714286,699.5714285714286,73.71428571428571,225411.57142857142,7.428571428571429,2020-09-01
55881219.0,21697.714285714286,687.5714285714286,75.14285714285714,226370.42857142858,7.285714285714286,2020-09-02
55878528.0,22431.571428571428,676.0,74.71428571428571,227335.2857142857,6.857142857142857,2020-09-03
55875917.0,23320.14285714286,670.2857142857143,75.42857142857143,228324.57142857142,6.714285714285714,2020-09-04
55873733.0,24371.571428571428,662.4285714285714,74.85714285714286,229314.42857142858,7.714285714285714,2020-09-05
55871667.0,25582.428571428572,656.7142857142857,75.0,230300.14285714287,8.142857142857142,2020-09-06
55868168.0,27141.428571428572,663.4285714285714,77.42857142857143,231255.42857142858,8.857142857142858,2020-09-07
55865123.0,28898.0,665.7142857142857,79.42857142857143,232170.0,9.714285714285714,2020-09-08
55862260.0,30684.714285714286,684.1428571428571,81.14285714285714,233082.0,9.714285714285714,2020-09-09
55859156.0,32500.285714285714,703.7142857142857,82.85714285714286,234023.2857142857,10.571428571428571,2020-09-10
55856365.0,34346.142857142855,734.1428571428571,94.85714285714286,234959.7142857143,10.857142857142858,2020-09-11
55854168.0,36182.142857142855,774.8571428571429,99.42857142857143,235907.0,11.714285714285714,2020-09-12
55852470.0,37942.42857142857,822.4285714285714,104.14285714285714,236876.57142857142,12.571428571428571,2020-09-13
55849594.0,39614.57142857143,876.7142857142857,109.0,237844.7142857143,13.142857142857142,2020-09-14
55846600.0,41264.57142857143,952.1428571428571,116.42857142857143,238827.0,13.857142857142858,2020-09-15
55842879.0,43027.42857142857,1031.7142857142858,124.85714285714286,239817.14285714287,15.714285714285714,2020-09-16
55838985.0,44886.142857142855,1118.142857142857,133.28571428571428,240822.42857142858,17.571428571428573,2020-09-17
55834765.0,46898.857142857145,1201.4285714285713,134.14285714285714,241876.2857142857,19.142857142857142,2020-09-18
55830608.0,49146.57142857143,1287.5714285714287,144.28571428571428,242975.0,19.285714285714285,2020-09-19
55825990.0,51768.57142857143,1386.2857142857142,158.57142857142858,244114.7142857143,21.142857142857142,2020-09-20
55821334.0,54624.0,1488.857142857143,173.42857142857142,245274.2857142857,22.142857142857142,2020-09-21
55816015.0,57679.28571428572,1591.0,190.71428571428572,246563.2857142857,25.0,2020-09-22
55810177.0,60817.0,1695.5714285714287,209.57142857142858,248068.14285714287,29.142857142857142,2020-09-23
55803899.0,64100.28571428572,1811.0,232.0,249766.85714285713,30.285714285714285,2020-09-24
55797911.0,67455.71428571429,1949.7142857142858,255.71428571428572,251644.7142857143,31.571428571428573,2020-09-25
55792281.0,70855.71428571429,2078.1428571428573,276.42857142857144,253686.0,34.0,2020-09-26
55786274.0,74296.57142857143,2207.5714285714284,295.14285714285717,255882.57142857142,36.285714285714285,2020-09-27
55777783.0,77964.42857142857,2340.714285714286,312.85714285714283,258396.85714285713,39.42857142857143,2020-09-28
55769052.0,81961.71428571429,2455.4285714285716,327.57142857142856,261068.0,40.57142857142857,2020-09-29
55758479.0,86608.42857142857,2576.285714285714,345.0,263766.71428571426,40.0,2020-09-30
55747121.0,91919.57142857143,2687.0,359.85714285714283,266523.5714285714,43.142857142857146,2020-10-01
55735503.0,98004.57142857143,2791.0,377.14285714285717,269305.85714285716,48.142857142857146,2020-10-02
55725753.0,104674.42857142857,2914.4285714285716,395.14285714285717,272089.14285714284,50.857142857142854,2020-10-03
55715827.0,111956.14285714286,3041.0,411.14285714285717,274819.0,52.285714285714285,2020-10-04
55701733.0,120126.0,3194.714285714286,428.85714285714283,277459.28571428574,54.142857142857146,2020-10-05
55687396.0,129102.0,3391.4285714285716,447.85714285714283,280091.5714285714,56.857142857142854,2020-10-06
55672127.0,138623.42857142858,3604.1428571428573,468.2857142857143,282844.5714285714,61.57142857142857,2020-10-07
55656792.0,148598.7142857143,3829.1428571428573,486.57142857142856,285708.5714285714,64.85714285714286,2020-10-08
55643766.0,158572.2857142857,4036.4285714285716,498.57142857142856,288775.14285714284,65.14285714285714,2020-10-09
55633547.0,168328.0,4250.857142857143,517.2857142857143,292121.5714285714,70.14285714285714,2020-10-10
55623831.0,177631.42857142858,4491.857142857143,536.0,295883.28571428574,77.14285714285714,2020-10-11
55607573.0,186985.2857142857,4728.428571428572,556.2857142857143,299898.28571428574,82.57142857142857,2020-10-12
55592050.0,196175.85714285713,4969.428571428572,575.4285714285714,304242.5714285714,86.0,2020-10-13
55575602.0,205233.57142857142,5217.857142857143,594.4285714285714,308885.14285714284,89.0,2020-10-14
55560350.0,213933.42857142858,5500.0,616.2857142857143,313867.14285714284,95.57142857142857,2020-10-15
55545755.0,222598.42857142858,5825.142857142857,637.8571428571429,319100.4285714286,103.28571428571429,2020-10-16
55533360.0,231356.0,6155.0,655.0,324541.71428571426,113.57142857142857,2020-10-17
55521475.0,240224.7142857143,6472.285714285715,672.7142857142857,330179.14285714284,116.14285714285714,2020-10-18
55499323.0,249382.0,6828.857142857143,690.5714285714286,336361.28571428574,124.85714285714286,2020-10-19
55477864.0,258888.42857142858,7224.857142857143,711.5714285714286,343029.71428571426,137.42857142857142,2020-10-20
55456314.0,268434.0,7625.285714285715,729.1428571428571,350375.14285714284,150.14285714285714,2020-10-21
55436629.0,277881.28571428574,8002.0,745.8571428571429,358443.14285714284,159.14285714285714,2020-10-22
55418451.0,287031.5714285714,8418.42857142857,769.4285714285714,367310.4285714286,168.71428571428572,2020-10-23
55404832.0,295769.5714285714,8873.285714285714,797.8571428571429,376763.5714285714,170.0,2020-10-24
55391564.0,304134.4285714286,9378.42857142857,832.0,386775.14285714284,182.28571428571428,2020-10-25
55368714.0,311790.71428571426,9832.857142857143,863.0,397585.28571428574,192.0,2020-10-26
55348144.0,318515.4285714286,10377.57142857143,902.8571428571429,409193.5714285714,198.42857142857142,2020-10-27
55327755.0,324401.4285714286,10991.0,951.2857142857143,421468.0,205.14285714285714,2020-10-28
55307657.0,329772.5714285714,11571.714285714286,1000.4285714285714,434307.28571428574,214.14285714285714,2020-10-29
55287893.0,335156.14285714284,12109.285714285714,1042.2857142857142,447347.4285714286,227.42857142857142,2020-10-30
55273414.0,340584.71428571426,12679.142857142857,1080.7142857142858,460449.5714285714,243.28571428571428,2020-10-31
55259893.0,346075.0,13086.142857142857,1108.0,473514.71428571426,254.71428571428572,2020-11-01
55231677.0,352018.85714285716,13639.714285714286,1148.857142857143,486883.5714285714,264.0,2020-11-02
55209170.0,358063.28571428574,14158.42857142857,1191.857142857143,500418.4285714286,274.14285714285717,2020-11-03
55188279.0,364008.4285714286,14571.57142857143,1230.7142857142858,514118.71428571426,279.7142857142857,2020-11-04
55167236.0,370099.71428571426,14988.857142857143,1267.5714285714287,527800.5714285715,287.0,2020-11-05
55146215.0,376146.5714285714,15386.0,1303.142857142857,541698.8571428572,294.57142857142856,2020-11-06
55129409.0,382217.5714285714,15772.42857142857,1341.4285714285713,555897.7142857143,302.2857142857143,2020-11-07
55111191.0,388644.85714285716,16257.857142857143,1385.7142857142858,570403.8571428572,309.7142857142857,2020-11-08
55082774.0,394251.14285714284,16670.0,1419.142857142857,585743.2857142857,326.14285714285717,2020-11-09
55058099.0,399327.4285714286,16890.285714285714,1429.0,601918.1428571428,330.42857142857144,2020-11-10
55033177.0,404258.5714285714,17258.14285714286,1445.4285714285713,618809.1428571428,335.2857142857143,2020-11-11
55010985.0,408722.28571428574,17687.85714285714,1464.2857142857142,636324.4285714285,342.57142857142856,2020-11-12
54989120.0,412801.14285714284,18160.85714285714,1498.0,654342.0,345.7142857142857,2020-11-13
54972899.0,416618.85714285716,18540.14285714286,1528.5714285714287,672533.1428571428,349.7142857142857,2020-11-14
54958544.0,419693.14285714284,19002.571428571428,1564.2857142857142,690909.5714285715,356.0,2020-11-15
54934549.0,422052.28571428574,19446.85714285714,1596.2857142857142,709376.0,349.42857142857144,2020-11-16
54914040.0,423943.14285714284,19966.0,1642.857142857143,727709.0,356.0,2020-11-17
54895634.0,425057.28571428574,20341.14285714286,1677.2857142857142,745869.4285714285,374.42857142857144,2020-11-18
54879943.0,425186.0,20641.571428571428,1711.2857142857142,764079.8571428572,381.14285714285717,2020-11-19
54865092.0,424094.0,20816.85714285714,1732.7142857142858,782503.5714285715,386.57142857142856,2020-11-20
54854348.0,422107.71428571426,20970.285714285714,1751.2857142857142,801034.2857142857,391.42857142857144,2020-11-21
54844184.0,419494.14285714284,21072.0,1766.5714285714287,819589.7142857143,395.2857142857143,2020-11-22
54827821.0,415027.5714285714,21143.85714285714,1788.0,838902.4285714285,400.7142857142857,2020-11-23
54813676.0,409379.5714285714,21135.14285714286,1803.5714285714287,858481.7142857143,406.42857142857144,2020-11-24
54799612.0,403046.85714285716,21057.0,1814.0,878127.1428571428,404.7142857142857,2020-11-25
54787256.0,396113.71428571426,20905.14285714286,1815.857142857143,897900.2857142857,401.0,2020-11-26
54774922.0,388652.85714285716,20766.14285714286,1812.4285714285713,917845.4285714285,397.14285714285717,2020-11-27
54765625.0,380662.4285714286,20543.0,1802.5714285714287,938115.2857142857,395.2857142857143,2020-11-28
54756624.0,371843.28571428574,20313.714285714286,1788.5714285714287,959048.7142857143,394.2857142857143,2020-11-29
54741522.0,362836.5714285714,20056.428571428572,1759.4285714285713,979994.4285714285,389.42857142857144,2020-11-30
54727926.0,353454.4285714286,19806.14285714286,1727.2857142857142,1001245.5714285715,381.0,2020-12-01
54714398.0,343438.14285714284,19555.14285714286,1692.142857142857,1023067.7142857143,367.57142857142856,2020-12-02
54701751.0,333302.0,19284.714285714286,1651.0,1045046.7142857143,372.14285714285717,2020-12-03
54688813.0,323128.28571428574,19092.571428571428,1621.4285714285713,1067143.142857143,378.57142857142856,2020-12-04
54678582.0,313181.5714285714,18998.428571428572,1592.0,1089152.0,372.57142857142856,2020-12-05
54667597.0,304083.4285714286,18901.0,1565.4285714285713,1110602.7142857143,365.57142857142856,2020-12-06
54650074.0,295957.14285714284,18841.0,1550.4285714285713,1131428.2857142857,364.7142857142857,2020-12-07
54633300.0,288882.71428571426,18829.285714285714,1539.2857142857142,1151652.142857143,368.57142857142856,2020-12-08
54615703.0,283333.14285714284,18843.285714285714,1528.857142857143,1170926.7142857143,374.2857142857143,2020-12-09
54597051.0,279581.0,18998.0,1533.2857142857142,1189265.857142857,370.14285714285717,2020-12-10
54577031.0,277850.0,19119.428571428572,1533.142857142857,1206597.5714285714,368.14285714285717,2020-12-11
54560867.0,277749.14285714284,19237.285714285714,1531.2857142857142,1223142.0,372.85714285714283,2020-12-12
54542552.0,279296.0,19418.428571428572,1535.5714285714287,1239083.857142857,374.85714285714283,2020-12-13
54512795.0,283678.28571428574,19629.85714285714,1533.142857142857,1253930.0,382.85714285714283,2020-12-14
54483394.0,290777.28571428574,19813.714285714286,1531.857142857143,1267861.2857142857,384.85714285714283,2020-12-15
54453023.0,300322.71428571426,20108.714285714286,1536.857142857143,1281174.0,381.85714285714283,2020-12-16
54423125.0,311938.28571428574,20416.428571428572,1544.5714285714287,1294014.0,391.0,2020-12-17
54391053.0,325626.0,20724.571428571428,1548.5714285714287,1306498.2857142857,396.2857142857143,2020-12-18
54369101.0,340339.85714285716,21092.714285714286,1571.142857142857,1318777.7142857143,401.85714285714283,2020-12-19
54339742.0,356788.14285714284,21408.571428571428,1587.0,1330892.0,410.2857142857143,2020-12-20
54296734.0,375293.28571428574,21809.428571428572,1616.142857142857,1342831.0,421.7142857142857,2020-12-21
54255376.0,395562.0,22294.571428571428,1643.4285714285713,1354700.0,436.2857142857143,2020-12-22
54217386.0,416964.14285714284,22656.714285714286,1675.2857142857142,1366505.857142857,454.42857142857144,2020-12-23
