areaCode,region_x,areaType,date,covidOccupiedMVBeds,cumAdmissions,hospitalCases,newAdmissions,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,population,openstreetmap_id,latitude,longitude,region_y,epi_week,nhs_region
E40000007,East of England,nhsRegion,2022-09-12,9.0,84162,418.0,47,505.0,2.0,2177579.0,19129.0,6235410,151336,52.24,0.41,East of England,202237,East of England
E40000007,East of England,nhsRegion,2022-09-11,8.0,84115,421.0,46,429.0,3.0,2177074.0,19127.0,6235410,151336,52.24,0.41,East of England,202237,East of England
E40000007,East of England,nhsRegion,2022-09-10,8.0,84069,419.0,34,296.0,0.0,2176645.0,19124.0,6235410,151336,52.24,0.41,East of England,202236,East of England
E40000007,East of England,nhsRegion,2022-09-09,9.0,84035,411.0,34,308.0,2.0,2176349.0,19124.0,6235410,151336,52.24,0.41,East of England,202236,East of England
E40000007,East of England,nhsRegion,2022-09-08,9.0,84001,421.0,51,335.0,3.0,2176041.0,19122.0,6235410,151336,52.24,0.41,East of England,202236,East of England
E40000007,East of England,nhsRegion,2022-09-07,9.0,83950,429.0,32,368.0,6.0,2175706.0,19119.0,6235410,151336,52.24,0.41,East of England,202236,East of England
E40000007,East of England,nhsRegion,2022-09-06,7.0,83918,455.0,40,455.0,3.0,2175338.0,19113.0,6235410,151336,52.24,0.41,East of England,202236,East of England
E40000007,East of England,nhsRegion,2022-09-05,8.0,83878,464.0,39,489.0,6.0,2174883.0,19110.0,6235410,151336,52.24,0.41,East of England,202236,East of England
E40000007,East of England,nhsRegion,2022-09-04,9.0,83839,458.0,33,415.0,6.0,2174394.0,19104.0,6235410,151336,52.24,0.41,East of England,202236,East of England
E40000007,East of England,nhsRegion,2022-09-03,6.0,83806,461.0,36,355.0,7.0,2173979.0,19098.0,6235410,151336,52.24,0.41,East of England,202235,East of England
E40000007,East of England,nhsRegion,2022-09-02,6.0,83770,476.0,40,361.0,7.0,2173624.0,19091.0,6235410,151336,52.24,0.41,East of England,202235,East of England
E40000007,East of England,nhsRegion,2022-09-01,5.0,83730,511.0,41,500.0,9.0,2173263.0,19084.0,6235410,151336,52.24,0.41,East of England,202235,East of England
E40000007,East of England,nhsRegion,2022-08-31,4.0,83689,532.0,55,440.0,7.0,2172763.0,19075.0,6235410,151336,52.24,0.41,East of England,202235,East of England
E40000007,East of England,nhsRegion,2022-08-30,9.0,83634,574.0,47,496.0,8.0,2172323.0,19068.0,6235410,151336,52.24,0.41,East of England,202235,East of England
E40000007,East of England,nhsRegion,2022-08-29,10.0,83587,560.0,58,456.0,6.0,2171827.0,19060.0,6235410,151336,52.24,0.41,East of England,202235,East of England
E40000007,East of England,nhsRegion,2022-08-28,11.0,83529,573.0,60,327.0,10.0,2171371.0,19054.0,6235410,151336,52.24,0.41,East of England,202235,East of England
E40000007,East of England,nhsRegion,2022-08-27,9.0,83469,557.0,55,270.0,8.0,2171044.0,19044.0,6235410,151336,52.24,0.41,East of England,202234,East of England
E40000007,East of England,nhsRegion,2022-08-26,6.0,83414,581.0,58,335.0,8.0,2170774.0,19036.0,6235410,151336,52.24,0.41,East of England,202234,East of England
E40000007,East of England,nhsRegion,2022-08-25,5.0,83356,625.0,64,356.0,7.0,2170439.0,19028.0,6235410,151336,52.24,0.41,East of England,202234,East of England
E40000007,East of England,nhsRegion,2022-08-24,14.0,83292,617.0,60,417.0,6.0,2170083.0,19021.0,6235410,151336,52.24,0.41,East of England,202234,East of England
E40000007,East of England,nhsRegion,2022-08-23,14.0,83232,667.0,83,469.0,9.0,2169666.0,19015.0,6235410,151336,52.24,0.41,East of England,202234,East of England
E40000007,East of England,nhsRegion,2022-08-22,20.0,83149,680.0,72,492.0,8.0,2169197.0,19006.0,6235410,151336,52.24,0.41,East of England,202234,East of England
E40000007,East of England,nhsRegion,2022-08-21,17.0,83077,666.0,57,424.0,10.0,2168705.0,18998.0,6235410,151336,52.24,0.41,East of England,202234,East of England
E40000007,East of England,nhsRegion,2022-08-20,13.0,83020,652.0,63,362.0,12.0,2168281.0,18988.0,6235410,151336,52.24,0.41,East of England,202233,East of England
E40000007,East of England,nhsRegion,2022-08-19,14.0,82957,686.0,82,386.0,10.0,2167919.0,18976.0,6235410,151336,52.24,0.41,East of England,202233,East of England
E40000007,East of England,nhsRegion,2022-08-18,11.0,82875,733.0,72,447.0,11.0,2167533.0,18966.0,6235410,151336,52.24,0.41,East of England,202233,East of England
E40000007,East of England,nhsRegion,2022-08-17,12.0,82803,707.0,79,556.0,9.0,2167086.0,18955.0,6235410,151336,52.24,0.41,East of England,202233,East of England
E40000007,East of England,nhsRegion,2022-08-16,14.0,82724,747.0,107,564.0,9.0,2166530.0,18946.0,6235410,151336,52.24,0.41,East of England,202233,East of England
E40000007,East of England,nhsRegion,2022-08-15,14.0,82617,769.0,89,614.0,15.0,2165966.0,18937.0,6235410,151336,52.24,0.41,East of England,202233,East of England
E40000007,East of England,nhsRegion,2022-08-14,15.0,82528,751.0,84,521.0,6.0,2165352.0,18922.0,6235410,151336,52.24,0.41,East of England,202233,East of England
E40000007,East of England,nhsRegion,2022-08-13,16.0,82444,738.0,88,452.0,14.0,2164831.0,18916.0,6235410,151336,52.24,0.41,East of England,202232,East of England
E40000007,East of England,nhsRegion,2022-08-12,19.0,82356,744.0,96,523.0,12.0,2164379.0,18902.0,6235410,151336,52.24,0.41,East of England,202232,East of England
E40000007,East of England,nhsRegion,2022-08-11,18.0,82260,771.0,95,581.0,13.0,2163856.0,18890.0,6235410,151336,52.24,0.41,East of England,202232,East of England
E40000007,East of England,nhsRegion,2022-08-10,15.0,82165,776.0,92,689.0,10.0,2163275.0,18877.0,6235410,151336,52.24,0.41,East of England,202232,East of England
E40000007,East of England,nhsRegion,2022-08-09,18.0,82073,821.0,100,688.0,14.0,2162586.0,18867.0,6235410,151336,52.24,0.41,East of England,202232,East of England
E40000007,East of England,nhsRegion,2022-08-08,14.0,81973,835.0,94,827.0,13.0,2161898.0,18853.0,6235410,151336,52.24,0.41,East of England,202232,East of England
E40000007,East of England,nhsRegion,2022-08-07,14.0,81879,852.0,90,647.0,13.0,2161071.0,18840.0,6235410,151336,52.24,0.41,East of England,202232,East of England
E40000007,East of England,nhsRegion,2022-08-06,12.0,81789,807.0,81,531.0,10.0,2160424.0,18827.0,6235410,151336,52.24,0.41,East of England,202231,East of England
E40000007,East of England,nhsRegion,2022-08-05,14.0,81708,857.0,98,614.0,10.0,2159893.0,18817.0,6235410,151336,52.24,0.41,East of England,202231,East of England
E40000007,East of England,nhsRegion,2022-08-04,14.0,81610,875.0,79,693.0,15.0,2159279.0,18807.0,6235410,151336,52.24,0.41,East of England,202231,East of England
E40000007,East of England,nhsRegion,2022-08-03,16.0,81531,928.0,115,863.0,14.0,2158586.0,18792.0,6235410,151336,52.24,0.41,East of England,202231,East of England
E40000007,East of England,nhsRegion,2022-08-02,17.0,81416,977.0,89,885.0,10.0,2157723.0,18778.0,6235410,151336,52.24,0.41,East of England,202231,East of England
E40000007,East of England,nhsRegion,2022-08-01,18.0,81327,1031.0,90,1038.0,16.0,2156838.0,18768.0,6235410,151336,52.24,0.41,East of England,202231,East of England
E40000007,East of England,nhsRegion,2022-07-31,17.0,81237,1020.0,135,855.0,9.0,2155800.0,18752.0,6235410,151336,52.24,0.41,East of England,202231,East of England
E40000007,East of England,nhsRegion,2022-07-30,15.0,81102,1024.0,90,740.0,14.0,2154945.0,18743.0,6235410,151336,52.24,0.41,East of England,202230,East of England
E40000007,East of England,nhsRegion,2022-07-29,16.0,81012,1096.0,100,856.0,21.0,2154205.0,18729.0,6235410,151336,52.24,0.41,East of England,202230,East of England
E40000007,East of England,nhsRegion,2022-07-28,20.0,80912,1122.0,129,917.0,22.0,2153349.0,18708.0,6235410,151336,52.24,0.41,East of England,202230,East of England
E40000007,East of England,nhsRegion,2022-07-27,24.0,80783,1213.0,122,1052.0,23.0,2152432.0,18686.0,6235410,151336,52.24,0.41,East of England,202230,East of England
E40000007,East of England,nhsRegion,2022-07-26,28.0,80661,1211.0,128,1136.0,13.0,2151380.0,18663.0,6235410,151336,52.24,0.41,East of England,202230,East of England
E40000007,East of England,nhsRegion,2022-07-25,27.0,80533,1230.0,122,1361.0,17.0,2150244.0,18650.0,6235410,151336,52.24,0.41,East of England,202230,East of England
E40000007,East of England,nhsRegion,2022-07-24,25.0,80411,1217.0,150,1186.0,17.0,2148883.0,18633.0,6235410,151336,52.24,0.41,East of England,202230,East of England
E40000007,East of England,nhsRegion,2022-07-23,26.0,80261,1224.0,117,1003.0,13.0,2147697.0,18616.0,6235410,151336,52.24,0.41,East of England,202229,East of England
E40000007,East of England,nhsRegion,2022-07-22,18.0,80144,1264.0,106,1318.0,19.0,2146694.0,18603.0,6235410,151336,52.24,0.41,East of England,202229,East of England
E40000007,East of England,nhsRegion,2022-07-21,18.0,80038,1278.0,175,1496.0,15.0,2145376.0,18584.0,6235410,151336,52.24,0.41,East of England,202229,East of England
E40000007,East of England,nhsRegion,2022-07-20,18.0,79863,1328.0,194,1629.0,27.0,2143880.0,18569.0,6235410,151336,52.24,0.41,East of England,202229,East of England
E40000007,East of England,nhsRegion,2022-07-19,24.0,79669,1375.0,155,1739.0,31.0,2142251.0,18542.0,6235410,151336,52.24,0.41,East of England,202229,East of England
E40000007,East of England,nhsRegion,2022-07-18,23.0,79514,1416.0,173,1964.0,18.0,2140512.0,18511.0,6235410,151336,52.24,0.41,East of England,202229,East of England
E40000007,East of England,nhsRegion,2022-07-17,27.0,79341,1421.0,178,1886.0,23.0,2138548.0,18493.0,6235410,151336,52.24,0.41,East of England,202229,East of England
E40000007,East of England,nhsRegion,2022-07-16,27.0,79163,1407.0,137,1630.0,11.0,2136662.0,18470.0,6235410,151336,52.24,0.41,East of England,202228,East of England
E40000007,East of England,nhsRegion,2022-07-15,24.0,79026,1432.0,155,2036.0,18.0,2135032.0,18459.0,6235410,151336,52.24,0.41,East of England,202228,East of England
E40000007,East of England,nhsRegion,2022-07-14,25.0,78871,1419.0,165,2280.0,10.0,2132996.0,18441.0,6235410,151336,52.24,0.41,East of England,202228,East of England
E40000007,East of England,nhsRegion,2022-07-13,24.0,78706,1387.0,190,2714.0,15.0,2130716.0,18431.0,6235410,151336,52.24,0.41,East of England,202228,East of England
E40000007,East of England,nhsRegion,2022-07-12,36.0,78516,1354.0,240,2952.0,18.0,2128002.0,18416.0,6235410,151336,52.24,0.41,East of England,202228,East of England
E40000007,East of England,nhsRegion,2022-07-11,32.0,78276,1340.0,194,3281.0,19.0,2125050.0,18398.0,6235410,151336,52.24,0.41,East of England,202228,East of England
E40000007,East of England,nhsRegion,2022-07-10,34.0,78082,1343.0,184,2814.0,12.0,2121769.0,18379.0,6235410,151336,52.24,0.41,East of England,202228,East of England
E40000007,East of England,nhsRegion,2022-07-09,24.0,77898,1218.0,192,2364.0,15.0,2118955.0,18367.0,6235410,151336,52.24,0.41,East of England,202227,East of England
E40000007,East of England,nhsRegion,2022-07-08,23.0,77706,1235.0,161,2697.0,15.0,2116591.0,18352.0,6235410,151336,52.24,0.41,East of England,202227,East of England
E40000007,East of England,nhsRegion,2022-07-07,31.0,77545,1199.0,198,2817.0,13.0,2113894.0,18337.0,6235410,151336,52.24,0.41,East of England,202227,East of England
E40000007,East of England,nhsRegion,2022-07-06,27.0,77347,1142.0,194,3189.0,21.0,2111077.0,18324.0,6235410,151336,52.24,0.41,East of England,202227,East of England
E40000007,East of England,nhsRegion,2022-07-05,26.0,77153,1066.0,183,3409.0,12.0,2107888.0,18303.0,6235410,151336,52.24,0.41,East of England,202227,East of England
E40000007,East of England,nhsRegion,2022-07-04,25.0,76970,1074.0,164,3681.0,14.0,2104479.0,18291.0,6235410,151336,52.24,0.41,East of England,202227,East of England
E40000007,East of England,nhsRegion,2022-07-03,28.0,76806,979.0,189,3157.0,15.0,2100798.0,18277.0,6235410,151336,52.24,0.41,East of England,202227,East of England
E40000007,East of England,nhsRegion,2022-07-02,27.0,76617,1000.0,150,2268.0,13.0,2097641.0,18262.0,6235410,151336,52.24,0.41,East of England,202226,East of England
E40000007,East of England,nhsRegion,2022-07-01,28.0,76467,942.0,131,2357.0,12.0,2095373.0,18249.0,6235410,151336,52.24,0.41,East of England,202226,East of England
E40000007,East of England,nhsRegion,2022-06-30,28.0,76336,916.0,180,2509.0,8.0,2093016.0,18237.0,6235410,151336,52.24,0.41,East of England,202226,East of England
E40000007,East of England,nhsRegion,2022-06-29,23.0,76156,852.0,170,2470.0,8.0,2090507.0,18229.0,6235410,151336,52.24,0.41,East of England,202226,East of England
E40000007,East of England,nhsRegion,2022-06-28,23.0,75986,811.0,154,2501.0,13.0,2088037.0,18221.0,6235410,151336,52.24,0.41,East of England,202226,East of England
E40000007,East of England,nhsRegion,2022-06-27,23.0,75832,793.0,125,2520.0,8.0,2085536.0,18208.0,6235410,151336,52.24,0.41,East of England,202226,East of England
E40000007,East of England,nhsRegion,2022-06-26,28.0,75707,738.0,130,2170.0,8.0,2083016.0,18200.0,6235410,151336,52.24,0.41,East of England,202226,East of England
E40000007,East of England,nhsRegion,2022-06-25,23.0,75577,708.0,92,1791.0,10.0,2080846.0,18192.0,6235410,151336,52.24,0.41,East of England,202225,East of England
E40000007,East of England,nhsRegion,2022-06-24,22.0,75485,663.0,117,1838.0,7.0,2079055.0,18182.0,6235410,151336,52.24,0.41,East of England,202225,East of England
E40000007,East of England,nhsRegion,2022-06-23,17.0,75368,625.0,133,2033.0,4.0,2077217.0,18175.0,6235410,151336,52.24,0.41,East of England,202225,East of England
E40000007,East of England,nhsRegion,2022-06-22,13.0,75235,616.0,96,2137.0,9.0,2075184.0,18171.0,6235410,151336,52.24,0.41,East of England,202225,East of England
E40000007,East of England,nhsRegion,2022-06-21,15.0,75139,593.0,120,2083.0,9.0,2073047.0,18162.0,6235410,151336,52.24,0.41,East of England,202225,East of England
E40000007,East of England,nhsRegion,2022-06-20,15.0,75019,559.0,107,1923.0,5.0,2070964.0,18153.0,6235410,151336,52.24,0.41,East of England,202225,East of England
E40000007,East of England,nhsRegion,2022-06-19,15.0,74912,518.0,105,1710.0,9.0,2069041.0,18148.0,6235410,151336,52.24,0.41,East of England,202225,East of England
E40000007,East of England,nhsRegion,2022-06-18,15.0,74807,491.0,85,1361.0,11.0,2067331.0,18139.0,6235410,151336,52.24,0.41,East of England,202224,East of England
E40000007,East of England,nhsRegion,2022-06-17,12.0,74722,479.0,73,1298.0,5.0,2065970.0,18128.0,6235410,151336,52.24,0.41,East of England,202224,East of England
E40000007,East of England,nhsRegion,2022-06-16,16.0,74649,467.0,81,1383.0,9.0,2064672.0,18123.0,6235410,151336,52.24,0.41,East of England,202224,East of England
E40000007,East of England,nhsRegion,2022-06-15,17.0,74568,456.0,102,1360.0,4.0,2063289.0,18114.0,6235410,151336,52.24,0.41,East of England,202224,East of England
E40000007,East of England,nhsRegion,2022-06-14,25.0,74466,428.0,85,1417.0,5.0,2061929.0,18110.0,6235410,151336,52.24,0.41,East of England,202224,East of England
E40000007,East of England,nhsRegion,2022-06-13,18.0,74381,431.0,62,1478.0,4.0,2060512.0,18105.0,6235410,151336,52.24,0.41,East of England,202224,East of England
E40000007,East of England,nhsRegion,2022-06-12,19.0,74319,416.0,60,1243.0,4.0,2059034.0,18101.0,6235410,151336,52.24,0.41,East of England,202224,East of England
E40000007,East of England,nhsRegion,2022-06-11,13.0,74259,413.0,54,939.0,9.0,2057791.0,18097.0,6235410,151336,52.24,0.41,East of England,202223,East of England
E40000007,East of England,nhsRegion,2022-06-10,9.0,74205,413.0,60,1004.0,6.0,2056852.0,18088.0,6235410,151336,52.24,0.41,East of England,202223,East of England
E40000007,East of England,nhsRegion,2022-06-09,11.0,74145,399.0,77,1078.0,5.0,2055848.0,18082.0,6235410,151336,52.24,0.41,East of England,202223,East of England
E40000007,East of England,nhsRegion,2022-06-08,11.0,74068,408.0,78,1078.0,4.0,2054770.0,18077.0,6235410,151336,52.24,0.41,East of England,202223,East of England
E40000007,East of England,nhsRegion,2022-06-07,10.0,73990,402.0,46,1010.0,4.0,2053692.0,18073.0,6235410,151336,52.24,0.41,East of England,202223,East of England
E40000007,East of England,nhsRegion,2022-06-06,9.0,73944,402.0,58,1054.0,6.0,2052682.0,18069.0,6235410,151336,52.24,0.41,East of England,202223,East of England
E40000007,East of England,nhsRegion,2022-06-05,9.0,73886,384.0,42,945.0,9.0,2051628.0,18063.0,6235410,151336,52.24,0.41,East of England,202223,East of England
E40000007,East of England,nhsRegion,2022-06-04,8.0,73844,368.0,53,697.0,12.0,2050683.0,18054.0,6235410,151336,52.24,0.41,East of England,202222,East of England
E40000007,East of England,nhsRegion,2022-06-03,10.0,73791,355.0,41,614.0,5.0,2049986.0,18042.0,6235410,151336,52.24,0.41,East of England,202222,East of England
E40000007,East of England,nhsRegion,2022-06-02,9.0,73750,371.0,42,586.0,8.0,2049372.0,18037.0,6235410,151336,52.24,0.41,East of England,202222,East of England
E40000007,East of England,nhsRegion,2022-06-01,10.0,73708,335.0,44,624.0,6.0,2048786.0,18029.0,6235410,151336,52.24,0.41,East of England,202222,East of England
E40000007,East of England,nhsRegion,2022-05-31,12.0,73664,365.0,64,601.0,9.0,2048162.0,18023.0,6235410,151336,52.24,0.41,East of England,202222,East of England
E40000007,East of England,nhsRegion,2022-05-30,14.0,73600,376.0,38,604.0,7.0,2047561.0,18014.0,6235410,151336,52.24,0.41,East of England,202222,East of England
E40000007,East of England,nhsRegion,2022-05-29,14.0,73562,361.0,34,494.0,5.0,2046957.0,18007.0,6235410,151336,52.24,0.41,East of England,202222,East of England
E40000007,East of England,nhsRegion,2022-05-28,14.0,73528,372.0,44,419.0,7.0,2046463.0,18002.0,6235410,151336,52.24,0.41,East of England,202221,East of England
E40000007,East of England,nhsRegion,2022-05-27,17.0,73484,408.0,36,467.0,4.0,2046044.0,17995.0,6235410,151336,52.24,0.41,East of England,202221,East of England
E40000007,East of England,nhsRegion,2022-05-26,15.0,73448,412.0,36,520.0,5.0,2045577.0,17991.0,6235410,151336,52.24,0.41,East of England,202221,East of England
E40000007,East of England,nhsRegion,2022-05-25,14.0,73412,430.0,54,575.0,1.0,2045057.0,17986.0,6235410,151336,52.24,0.41,East of England,202221,East of England
E40000007,East of England,nhsRegion,2022-05-24,19.0,73358,443.0,56,606.0,7.0,2044482.0,17985.0,6235410,151336,52.24,0.41,East of England,202221,East of England
E40000007,East of England,nhsRegion,2022-05-23,17.0,73302,469.0,53,719.0,13.0,2043876.0,17978.0,6235410,151336,52.24,0.41,East of England,202221,East of England
E40000007,East of England,nhsRegion,2022-05-22,17.0,73249,471.0,48,567.0,8.0,2043157.0,17965.0,6235410,151336,52.24,0.41,East of England,202221,East of England
E40000007,East of England,nhsRegion,2022-05-21,22.0,73201,475.0,30,438.0,8.0,2042590.0,17957.0,6235410,151336,52.24,0.41,East of England,202220,East of England
E40000007,East of England,nhsRegion,2022-05-20,23.0,73171,487.0,33,537.0,6.0,2042152.0,17949.0,6235410,151336,52.24,0.41,East of England,202220,East of England
E40000007,East of England,nhsRegion,2022-05-19,17.0,73138,526.0,48,624.0,11.0,2041615.0,17943.0,6235410,151336,52.24,0.41,East of England,202220,East of England
E40000007,East of England,nhsRegion,2022-05-18,21.0,73090,539.0,79,684.0,8.0,2040991.0,17932.0,6235410,151336,52.24,0.41,East of England,202220,East of England
E40000007,East of England,nhsRegion,2022-05-17,22.0,73011,566.0,50,776.0,18.0,2040307.0,17924.0,6235410,151336,52.24,0.41,East of England,202220,East of England
E40000007,East of England,nhsRegion,2022-05-16,21.0,72961,583.0,78,879.0,6.0,2039531.0,17906.0,6235410,151336,52.24,0.41,East of England,202220,East of England
E40000007,East of England,nhsRegion,2022-05-15,22.0,72883,624.0,60,732.0,6.0,2038652.0,17900.0,6235410,151336,52.24,0.41,East of England,202220,East of England
E40000007,East of England,nhsRegion,2022-05-14,24.0,72823,613.0,59,537.0,12.0,2037920.0,17894.0,6235410,151336,52.24,0.41,East of England,202219,East of England
E40000007,East of England,nhsRegion,2022-05-13,23.0,72764,680.0,46,602.0,9.0,2037383.0,17882.0,6235410,151336,52.24,0.41,East of England,202219,East of England
E40000007,East of England,nhsRegion,2022-05-12,23.0,72718,724.0,64,725.0,11.0,2036781.0,17873.0,6235410,151336,52.24,0.41,East of England,202219,East of England
E40000007,East of England,nhsRegion,2022-05-11,23.0,72654,782.0,71,878.0,13.0,2036056.0,17862.0,6235410,151336,52.24,0.41,East of England,202219,East of England
E40000007,East of England,nhsRegion,2022-05-10,23.0,72583,821.0,80,936.0,10.0,2035178.0,17849.0,6235410,151336,52.24,0.41,East of England,202219,East of England
E40000007,East of England,nhsRegion,2022-05-09,22.0,72503,850.0,79,958.0,14.0,2034242.0,17839.0,6235410,151336,52.24,0.41,East of England,202219,East of England
E40000007,East of England,nhsRegion,2022-05-08,27.0,72424,881.0,73,893.0,8.0,2033284.0,17825.0,6235410,151336,52.24,0.41,East of England,202219,East of England
E40000007,East of England,nhsRegion,2022-05-07,25.0,72351,895.0,104,719.0,20.0,2032391.0,17817.0,6235410,151336,52.24,0.41,East of England,202218,East of England
E40000007,East of England,nhsRegion,2022-05-06,26.0,72247,921.0,75,884.0,17.0,2031672.0,17797.0,6235410,151336,52.24,0.41,East of England,202218,East of England
E40000007,East of England,nhsRegion,2022-05-05,29.0,72172,984.0,88,935.0,7.0,2030788.0,17780.0,6235410,151336,52.24,0.41,East of England,202218,East of England
E40000007,East of England,nhsRegion,2022-05-04,34.0,72084,1003.0,101,1163.0,16.0,2029853.0,17773.0,6235410,151336,52.24,0.41,East of England,202218,East of England
E40000007,East of England,nhsRegion,2022-05-03,33.0,71983,998.0,118,1361.0,14.0,2028690.0,17757.0,6235410,151336,52.24,0.41,East of England,202218,East of England
E40000007,East of England,nhsRegion,2022-05-02,26.0,71865,1019.0,96,1228.0,18.0,2027329.0,17743.0,6235410,151336,52.24,0.41,East of England,202218,East of England
E40000007,East of England,nhsRegion,2022-05-01,25.0,71769,1028.0,82,907.0,21.0,2026101.0,17725.0,6235410,151336,52.24,0.41,East of England,202218,East of England
E40000007,East of England,nhsRegion,2022-04-30,28.0,71687,1041.0,86,748.0,16.0,2025194.0,17704.0,6235410,151336,52.24,0.41,East of England,202217,East of England
E40000007,East of England,nhsRegion,2022-04-29,27.0,71601,1072.0,96,1022.0,26.0,2024446.0,17688.0,6235410,151336,52.24,0.41,East of England,202217,East of England
E40000007,East of England,nhsRegion,2022-04-28,25.0,71505,1103.0,130,1113.0,24.0,2023424.0,17662.0,6235410,151336,52.24,0.41,East of England,202217,East of England
E40000007,East of England,nhsRegion,2022-04-27,31.0,71375,1143.0,117,1179.0,16.0,2022311.0,17638.0,6235410,151336,52.24,0.41,East of England,202217,East of England
E40000007,East of England,nhsRegion,2022-04-26,32.0,71258,1216.0,103,1290.0,11.0,2021132.0,17622.0,6235410,151336,52.24,0.41,East of England,202217,East of England
E40000007,East of England,nhsRegion,2022-04-25,29.0,71155,1269.0,123,1560.0,22.0,2019842.0,17611.0,6235410,151336,52.24,0.41,East of England,202217,East of England
E40000007,East of England,nhsRegion,2022-04-24,26.0,71032,1257.0,144,1391.0,21.0,2018282.0,17589.0,6235410,151336,52.24,0.41,East of England,202217,East of England
E40000007,East of England,nhsRegion,2022-04-23,29.0,70888,1285.0,131,1177.0,19.0,2016891.0,17568.0,6235410,151336,52.24,0.41,East of England,202216,East of England
E40000007,East of England,nhsRegion,2022-04-22,31.0,70757,1358.0,128,1418.0,31.0,2015714.0,17549.0,6235410,151336,52.24,0.41,East of England,202216,East of England
E40000007,East of England,nhsRegion,2022-04-21,29.0,70629,1421.0,149,1786.0,21.0,2014296.0,17518.0,6235410,151336,52.24,0.41,East of England,202216,East of England
E40000007,East of England,nhsRegion,2022-04-20,35.0,70480,1511.0,151,2046.0,29.0,2012510.0,17497.0,6235410,151336,52.24,0.41,East of England,202216,East of England
E40000007,East of England,nhsRegion,2022-04-19,24.0,70329,1470.0,139,2542.0,19.0,2010464.0,17468.0,6235410,151336,52.24,0.41,East of England,202216,East of England
E40000007,East of England,nhsRegion,2022-04-18,30.0,70190,1518.0,164,2412.0,21.0,2007922.0,17449.0,6235410,151336,52.24,0.41,East of England,202216,East of England
E40000007,East of England,nhsRegion,2022-04-17,29.0,70026,1558.0,166,1876.0,19.0,2005510.0,17428.0,6235410,151336,52.24,0.41,East of England,202216,East of England
E40000007,East of England,nhsRegion,2022-04-16,29.0,69860,1543.0,147,1777.0,27.0,2003634.0,17409.0,6235410,151336,52.24,0.41,East of England,202215,East of England
E40000007,East of England,nhsRegion,2022-04-15,29.0,69713,1538.0,148,2060.0,19.0,2001857.0,17382.0,6235410,151336,52.24,0.41,East of England,202215,East of England
E40000007,East of England,nhsRegion,2022-04-14,29.0,69565,1582.0,159,2527.0,24.0,1999797.0,17363.0,6235410,151336,52.24,0.41,East of England,202215,East of England
E40000007,East of England,nhsRegion,2022-04-13,32.0,69406,1603.0,209,3046.0,27.0,1997270.0,17339.0,6235410,151336,52.24,0.41,East of England,202215,East of England
E40000007,East of England,nhsRegion,2022-04-12,37.0,69197,1641.0,198,3298.0,29.0,1994224.0,17312.0,6235410,151336,52.24,0.41,East of England,202215,East of England
E40000007,East of England,nhsRegion,2022-04-11,38.0,68999,1739.0,200,3627.0,20.0,1990926.0,17283.0,6235410,151336,52.24,0.41,East of England,202215,East of England
E40000007,East of England,nhsRegion,2022-04-10,32.0,68799,1659.0,210,2968.0,21.0,1987299.0,17263.0,6235410,151336,52.24,0.41,East of England,202215,East of England
E40000007,East of England,nhsRegion,2022-04-09,43.0,68589,1660.0,176,2714.0,39.0,1984331.0,17242.0,6235410,151336,52.24,0.41,East of England,202214,East of England
E40000007,East of England,nhsRegion,2022-04-08,41.0,68413,1704.0,175,3198.0,25.0,1981617.0,17203.0,6235410,151336,52.24,0.41,East of England,202214,East of England
E40000007,East of England,nhsRegion,2022-04-07,33.0,68238,1810.0,190,3725.0,40.0,1978419.0,17178.0,6235410,151336,52.24,0.41,East of England,202214,East of England
E40000007,East of England,nhsRegion,2022-04-06,31.0,68048,1779.0,204,4299.0,21.0,1974694.0,17138.0,6235410,151336,52.24,0.41,East of England,202214,East of England
E40000007,East of England,nhsRegion,2022-04-05,34.0,67844,1805.0,240,4725.0,22.0,1970395.0,17117.0,6235410,151336,52.24,0.41,East of England,202214,East of England
E40000007,East of England,nhsRegion,2022-04-04,37.0,67604,1721.0,260,5197.0,22.0,1965670.0,17095.0,6235410,151336,52.24,0.41,East of England,202214,East of England
E40000007,East of England,nhsRegion,2022-04-03,35.0,67344,1701.0,239,4126.0,25.0,1960473.0,17073.0,6235410,151336,52.24,0.41,East of England,202214,East of England
E40000007,East of England,nhsRegion,2022-04-02,39.0,67105,1697.0,174,3730.0,39.0,1956347.0,17048.0,6235410,151336,52.24,0.41,East of England,202213,East of England
E40000007,East of England,nhsRegion,2022-04-01,39.0,66931,1692.0,199,4792.0,24.0,1952617.0,17009.0,6235410,151336,52.24,0.41,East of England,202213,East of England
E40000007,East of England,nhsRegion,2022-03-31,39.0,66732,1738.0,198,5627.0,27.0,1947825.0,16985.0,6235410,151336,52.24,0.41,East of England,202213,East of England
E40000007,East of England,nhsRegion,2022-03-30,36.0,66534,1702.0,255,7209.0,35.0,1942198.0,16958.0,6235410,151336,52.24,0.41,East of England,202213,East of England
E40000007,East of England,nhsRegion,2022-03-29,37.0,66279,1739.0,270,7965.0,26.0,1934989.0,16923.0,6235410,151336,52.24,0.41,East of England,202213,East of England
E40000007,East of England,nhsRegion,2022-03-28,41.0,66009,1683.0,211,9311.0,22.0,1927024.0,16897.0,6235410,151336,52.24,0.41,East of England,202213,East of England
