,areaName,date,covidOccupiedMVBeds,cumAdmissions,hospitalCases,newAdmissions,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,population,openstreetmap_id,latitude,longitude
1384,London,2021-08-03,198.0,77312,1084.0,120,4033.0,6.0,928000.0,15934.0,8982256,65606,51.5,-0.083333
1385,London,2021-08-04,199.0,77425,1042.0,113,4294.0,13.0,932294.0,15947.0,8982256,65606,51.5,-0.083333
1386,London,2021-08-05,201.0,77556,1027.0,131,4290.0,16.0,936584.0,15963.0,8982256,65606,51.5,-0.083333
1387,London,2021-08-06,200.0,77670,1044.0,114,3726.0,8.0,940310.0,15971.0,8982256,65606,51.5,-0.083333
1388,London,2021-08-07,202.0,77772,1026.0,102,3014.0,8.0,943324.0,15979.0,8982256,65606,51.5,-0.083333
1389,London,2021-08-08,200.0,77884,1046.0,112,2917.0,7.0,946241.0,15986.0,8982256,65606,51.5,-0.083333
1390,London,2021-08-09,202.0,77976,1077.0,92,3877.0,9.0,950118.0,15995.0,8982256,65606,51.5,-0.083333
1391,London,2021-08-10,203.0,78075,1068.0,99,3929.0,5.0,954047.0,16000.0,8982256,65606,51.5,-0.083333
1392,London,2021-08-11,201.0,78196,1041.0,121,4371.0,12.0,958418.0,16012.0,8982256,65606,51.5,-0.083333
1393,London,2021-08-12,198.0,78330,1016.0,134,4018.0,17.0,962436.0,16029.0,8982256,65606,51.5,-0.083333
1394,London,2021-08-13,200.0,78448,1025.0,118,3763.0,7.0,966199.0,16036.0,8982256,65606,51.5,-0.083333
1395,London,2021-08-14,198.0,78577,1008.0,129,2948.0,12.0,969147.0,16048.0,8982256,65606,51.5,-0.083333
1396,London,2021-08-15,208.0,78666,1036.0,89,2760.0,13.0,971907.0,16061.0,8982256,65606,51.5,-0.083333
1397,London,2021-08-16,211.0,78792,1086.0,126,3927.0,10.0,975834.0,16071.0,8982256,65606,51.5,-0.083333
1398,London,2021-08-17,211.0,78903,1074.0,111,3826.0,12.0,979660.0,16083.0,8982256,65606,51.5,-0.083333
1399,London,2021-08-18,212.0,79049,1090.0,146,3804.0,10.0,983464.0,16093.0,8982256,65606,51.5,-0.083333
1400,London,2021-08-19,217.0,79189,1098.0,140,3632.0,13.0,987096.0,16106.0,8982256,65606,51.5,-0.083333
1401,London,2021-08-20,213.0,79309,1112.0,120,3168.0,16.0,990264.0,16122.0,8982256,65606,51.5,-0.083333
1402,London,2021-08-21,216.0,79433,1126.0,124,2728.0,13.0,992992.0,16135.0,8982256,65606,51.5,-0.083333
1403,London,2021-08-22,220.0,79567,1138.0,134,2723.0,13.0,995715.0,16148.0,8982256,65606,51.5,-0.083333
1404,London,2021-08-23,216.0,79714,1199.0,147,3657.0,15.0,999372.0,16163.0,8982256,65606,51.5,-0.083333
1405,London,2021-08-24,214.0,79879,1178.0,165,3515.0,9.0,1002887.0,16172.0,8982256,65606,51.5,-0.083333
1406,London,2021-08-25,215.0,80018,1172.0,139,3529.0,10.0,1006416.0,16182.0,8982256,65606,51.5,-0.083333
1407,London,2021-08-26,212.0,80133,1189.0,115,3246.0,13.0,1009662.0,16195.0,8982256,65606,51.5,-0.083333
1408,London,2021-08-27,215.0,80245,1189.0,112,3144.0,11.0,1012806.0,16206.0,8982256,65606,51.5,-0.083333
1409,London,2021-08-28,207.0,80361,1154.0,116,2648.0,14.0,1015454.0,16220.0,8982256,65606,51.5,-0.083333
1410,London,2021-08-29,207.0,80479,1150.0,118,2286.0,7.0,1017740.0,16227.0,8982256,65606,51.5,-0.083333
1411,London,2021-08-30,221.0,80625,1192.0,146,2873.0,8.0,1020613.0,16235.0,8982256,65606,51.5,-0.083333
1412,London,2021-08-31,223.0,80766,1255.0,141,3811.0,12.0,1024424.0,16247.0,8982256,65606,51.5,-0.083333
1413,London,2021-09-01,225.0,80890,1235.0,124,3677.0,11.0,1028101.0,16258.0,8982256,65606,51.5,-0.083333
1414,London,2021-09-02,226.0,81012,1202.0,122,3812.0,13.0,1031913.0,16271.0,8982256,65606,51.5,-0.083333
1415,London,2021-09-03,222.0,81114,1154.0,102,3531.0,21.0,1035444.0,16292.0,8982256,65606,51.5,-0.083333
1416,London,2021-09-04,229.0,81202,1134.0,88,2758.0,8.0,1038202.0,16300.0,8982256,65606,51.5,-0.083333
1417,London,2021-09-05,230.0,81302,1143.0,100,2705.0,11.0,1040907.0,16311.0,8982256,65606,51.5,-0.083333
1418,London,2021-09-06,237.0,81444,1177.0,142,3892.0,15.0,1044799.0,16326.0,8982256,65606,51.5,-0.083333
1419,London,2021-09-07,229.0,81567,1211.0,123,3463.0,11.0,1048262.0,16337.0,8982256,65606,51.5,-0.083333
1420,London,2021-09-08,228.0,81700,1214.0,133,3215.0,13.0,1051477.0,16350.0,8982256,65606,51.5,-0.083333
1421,London,2021-09-09,224.0,81814,1190.0,114,2808.0,17.0,1054285.0,16367.0,8982256,65606,51.5,-0.083333
1422,London,2021-09-10,220.0,81915,1225.0,101,2572.0,10.0,1056857.0,16377.0,8982256,65606,51.5,-0.083333
1423,London,2021-09-11,222.0,82024,1209.0,109,2227.0,8.0,1059084.0,16385.0,8982256,65606,51.5,-0.083333
1424,London,2021-09-12,224.0,82115,1214.0,91,2064.0,8.0,1061148.0,16393.0,8982256,65606,51.5,-0.083333
1425,London,2021-09-13,228.0,82213,1253.0,98,2860.0,4.0,1064008.0,16397.0,8982256,65606,51.5,-0.083333
1426,London,2021-09-14,235.0,82303,1276.0,90,2643.0,12.0,1066651.0,16409.0,8982256,65606,51.5,-0.083333
1427,London,2021-09-15,234.0,82392,1214.0,89,2490.0,11.0,1069141.0,16420.0,8982256,65606,51.5,-0.083333
1428,London,2021-09-16,222.0,82495,1179.0,103,2443.0,10.0,1071584.0,16430.0,8982256,65606,51.5,-0.083333
1429,London,2021-09-17,227.0,82571,1153.0,76,2417.0,8.0,1074001.0,16438.0,8982256,65606,51.5,-0.083333
1430,London,2021-09-18,228.0,82649,1124.0,78,2165.0,11.0,1076166.0,16449.0,8982256,65606,51.5,-0.083333
1431,London,2021-09-19,229.0,82719,1134.0,70,2379.0,9.0,1078545.0,16458.0,8982256,65606,51.5,-0.083333
1432,London,2021-09-20,221.0,82816,1122.0,97,3178.0,8.0,1081723.0,16466.0,8982256,65606,51.5,-0.083333
1433,London,2021-09-21,210.0,82902,1077.0,86,2969.0,8.0,1084692.0,16474.0,8982256,65606,51.5,-0.083333
1434,London,2021-09-22,209.0,82982,1056.0,80,2871.0,11.0,1087563.0,16485.0,8982256,65606,51.5,-0.083333
1435,London,2021-09-23,204.0,83070,1013.0,88,2795.0,14.0,1090358.0,16499.0,8982256,65606,51.5,-0.083333
1436,London,2021-09-24,195.0,83157,1000.0,87,2438.0,13.0,1092796.0,16512.0,8982256,65606,51.5,-0.083333
1437,London,2021-09-25,193.0,83238,984.0,81,2337.0,10.0,1095133.0,16522.0,8982256,65606,51.5,-0.083333
1438,London,2021-09-26,191.0,83310,990.0,72,2558.0,6.0,1097691.0,16528.0,8982256,65606,51.5,-0.083333
1439,London,2021-09-27,183.0,83396,999.0,86,3521.0,17.0,1101212.0,16545.0,8982256,65606,51.5,-0.083333
1440,London,2021-09-28,177.0,83469,1001.0,73,2843.0,13.0,1104055.0,16558.0,8982256,65606,51.5,-0.083333
1441,London,2021-09-29,175.0,83550,983.0,81,2830.0,13.0,1106885.0,16571.0,8982256,65606,51.5,-0.083333
1442,London,2021-09-30,181.0,83616,948.0,66,2651.0,13.0,1109536.0,16584.0,8982256,65606,51.5,-0.083333
1443,London,2021-10-01,179.0,83686,927.0,70,2231.0,16.0,1111767.0,16600.0,8982256,65606,51.5,-0.083333
1444,London,2021-10-02,176.0,83768,894.0,82,2202.0,12.0,1113969.0,16612.0,8982256,65606,51.5,-0.083333
1445,London,2021-10-03,176.0,83825,906.0,57,2573.0,6.0,1116542.0,16618.0,8982256,65606,51.5,-0.083333
1446,London,2021-10-04,173.0,83912,934.0,87,3364.0,9.0,1119906.0,16627.0,8982256,65606,51.5,-0.083333
1447,London,2021-10-05,175.0,83986,925.0,74,3126.0,11.0,1123032.0,16638.0,8982256,65606,51.5,-0.083333
1448,London,2021-10-06,171.0,84062,904.0,76,2863.0,10.0,1125895.0,16648.0,8982256,65606,51.5,-0.083333
1449,London,2021-10-07,161.0,84146,884.0,84,2973.0,7.0,1128868.0,16655.0,8982256,65606,51.5,-0.083333
1450,London,2021-10-08,144.0,84224,885.0,78,2703.0,11.0,1131571.0,16666.0,8982256,65606,51.5,-0.083333
1451,London,2021-10-09,143.0,84291,867.0,67,2489.0,11.0,1134060.0,16677.0,8982256,65606,51.5,-0.083333
1452,London,2021-10-10,146.0,84349,878.0,58,2785.0,8.0,1136845.0,16685.0,8982256,65606,51.5,-0.083333
1453,London,2021-10-11,139.0,84424,894.0,75,3889.0,8.0,1140734.0,16693.0,8982256,65606,51.5,-0.083333
1454,London,2021-10-12,146.0,84517,853.0,93,3429.0,4.0,1144163.0,16697.0,8982256,65606,51.5,-0.083333
1455,London,2021-10-13,143.0,84614,849.0,97,3572.0,6.0,1147735.0,16703.0,8982256,65606,51.5,-0.083333
1456,London,2021-10-14,137.0,84719,864.0,105,3471.0,12.0,1151206.0,16715.0,8982256,65606,51.5,-0.083333
1457,London,2021-10-15,149.0,84818,879.0,99,3323.0,5.0,1154529.0,16720.0,8982256,65606,51.5,-0.083333
1458,London,2021-10-16,155.0,84918,882.0,100,2806.0,7.0,1157335.0,16727.0,8982256,65606,51.5,-0.083333
1459,London,2021-10-17,155.0,85024,896.0,106,3362.0,13.0,1160697.0,16740.0,8982256,65606,51.5,-0.083333
1460,London,2021-10-18,154.0,85118,918.0,94,4569.0,10.0,1165266.0,16750.0,8982256,65606,51.5,-0.083333
1461,London,2021-10-19,160.0,85223,965.0,105,4458.0,9.0,1169724.0,16759.0,8982256,65606,51.5,-0.083333
1462,London,2021-10-20,154.0,85324,959.0,101,4363.0,6.0,1174087.0,16765.0,8982256,65606,51.5,-0.083333
1463,London,2021-10-21,157.0,85395,979.0,71,3971.0,9.0,1178058.0,16774.0,8982256,65606,51.5,-0.083333
1464,London,2021-10-22,153.0,85504,969.0,109,3526.0,12.0,1181584.0,16786.0,8982256,65606,51.5,-0.083333
1465,London,2021-10-23,154.0,85597,993.0,93,2897.0,7.0,1184481.0,16793.0,8982256,65606,51.5,-0.083333
1466,London,2021-10-24,157.0,85693,1003.0,96,2838.0,10.0,1187319.0,16803.0,8982256,65606,51.5,-0.083333
1467,London,2021-10-25,156.0,85791,1044.0,98,4027.0,12.0,1191346.0,16815.0,8982256,65606,51.5,-0.083333
1468,London,2021-10-26,161.0,85898,1046.0,107,3514.0,11.0,1194860.0,16826.0,8982256,65606,51.5,-0.083333
1469,London,2021-10-27,168.0,85996,1051.0,98,3755.0,19.0,1198615.0,16845.0,8982256,65606,51.5,-0.083333
1470,London,2021-10-28,167.0,86084,1063.0,88,3618.0,11.0,1202233.0,16856.0,8982256,65606,51.5,-0.083333
1471,London,2021-10-29,177.0,86176,1047.0,92,3451.0,11.0,1205684.0,16867.0,8982256,65606,51.5,-0.083333
1472,London,2021-10-30,185.0,86256,1032.0,80,2911.0,10.0,1208595.0,16877.0,8982256,65606,51.5,-0.083333
1473,London,2021-10-31,182.0,86359,1067.0,103,3001.0,12.0,1211596.0,16889.0,8982256,65606,51.5,-0.083333
1474,London,2021-11-01,192.0,86467,1104.0,108,3918.0,11.0,1215514.0,16900.0,8982256,65606,51.5,-0.083333
1475,London,2021-11-02,188.0,86567,1094.0,100,3457.0,15.0,1218971.0,16915.0,8982256,65606,51.5,-0.083333
1476,London,2021-11-03,186.0,86649,1050.0,82,3289.0,10.0,1222260.0,16925.0,8982256,65606,51.5,-0.083333
1477,London,2021-11-04,187.0,86730,1020.0,81,3076.0,12.0,1225336.0,16937.0,8982256,65606,51.5,-0.083333
1478,London,2021-11-05,182.0,86812,1039.0,82,2783.0,14.0,1228119.0,16951.0,8982256,65606,51.5,-0.083333
1479,London,2021-11-06,185.0,86901,1035.0,89,2538.0,15.0,1230657.0,16966.0,8982256,65606,51.5,-0.083333
1480,London,2021-11-07,173.0,86991,1034.0,90,2813.0,9.0,1233470.0,16975.0,8982256,65606,51.5,-0.083333
1481,London,2021-11-08,183.0,87112,1052.0,121,3993.0,16.0,1237463.0,16991.0,8982256,65606,51.5,-0.083333
1482,London,2021-11-09,185.0,87208,1054.0,96,4009.0,11.0,1241472.0,17002.0,8982256,65606,51.5,-0.083333
1483,London,2021-11-10,181.0,87307,1047.0,99,4132.0,15.0,1245604.0,17017.0,8982256,65606,51.5,-0.083333
1484,London,2021-11-11,185.0,87413,1075.0,106,3926.0,14.0,1249530.0,17031.0,8982256,65606,51.5,-0.083333
1485,London,2021-11-12,181.0,87503,1056.0,90,3685.0,8.0,1253215.0,17039.0,8982256,65606,51.5,-0.083333
1486,London,2021-11-13,183.0,87586,1047.0,83,3236.0,13.0,1256451.0,17052.0,8982256,65606,51.5,-0.083333
1487,London,2021-11-14,187.0,87691,1047.0,105,3262.0,10.0,1259713.0,17062.0,8982256,65606,51.5,-0.083333
1488,London,2021-11-15,184.0,87806,1094.0,115,5149.0,11.0,1264862.0,17073.0,8982256,65606,51.5,-0.083333
1489,London,2021-11-16,175.0,87898,1088.0,92,4455.0,8.0,1269317.0,17081.0,8982256,65606,51.5,-0.083333
1490,London,2021-11-17,178.0,87994,1057.0,96,4501.0,5.0,1273818.0,17086.0,8982256,65606,51.5,-0.083333
1491,London,2021-11-18,173.0,88098,1037.0,104,4500.0,6.0,1278318.0,17092.0,8982256,65606,51.5,-0.083333
1492,London,2021-11-19,172.0,88174,1030.0,76,3945.0,8.0,1282263.0,17100.0,8982256,65606,51.5,-0.083333
1493,London,2021-11-20,171.0,88260,1026.0,86,3703.0,9.0,1285966.0,17109.0,8982256,65606,51.5,-0.083333
1494,London,2021-11-21,176.0,88346,1048.0,86,3831.0,8.0,1289797.0,17117.0,8982256,65606,51.5,-0.083333
1495,London,2021-11-22,180.0,88419,1067.0,73,5408.0,8.0,1295205.0,17125.0,8982256,65606,51.5,-0.083333
1496,London,2021-11-23,180.0,88500,1034.0,81,5290.0,11.0,1300495.0,17136.0,8982256,65606,51.5,-0.083333
1497,London,2021-11-24,173.0,88608,1012.0,108,5401.0,17.0,1305896.0,17153.0,8982256,65606,51.5,-0.083333
1498,London,2021-11-25,170.0,88698,1028.0,90,5186.0,11.0,1311082.0,17164.0,8982256,65606,51.5,-0.083333
1499,London,2021-11-26,174.0,88804,1043.0,106,4610.0,9.0,1315692.0,17173.0,8982256,65606,51.5,-0.083333
1500,London,2021-11-27,165.0,88898,989.0,94,4334.0,7.0,1320026.0,17180.0,8982256,65606,51.5,-0.083333
1501,London,2021-11-28,166.0,89004,994.0,106,4383.0,12.0,1324409.0,17192.0,8982256,65606,51.5,-0.083333
1502,London,2021-11-29,179.0,89105,1099.0,101,6857.0,8.0,1331266.0,17200.0,8982256,65606,51.5,-0.083333
1503,London,2021-11-30,185.0,89210,1095.0,105,6833.0,15.0,1338099.0,17215.0,8982256,65606,51.5,-0.083333
1504,London,2021-12-01,183.0,89324,1074.0,114,7050.0,11.0,1345149.0,17226.0,8982256,65606,51.5,-0.083333
1505,London,2021-12-02,181.0,89424,1083.0,100,6520.0,8.0,1351669.0,17234.0,8982256,65606,51.5,-0.083333
1506,London,2021-12-03,187.0,89538,1069.0,114,6093.0,13.0,1357762.0,17247.0,8982256,65606,51.5,-0.083333
1507,London,2021-12-04,184.0,89654,1057.0,116,5333.0,12.0,1363095.0,17259.0,8982256,65606,51.5,-0.083333
1508,London,2021-12-05,175.0,89774,1087.0,120,5522.0,13.0,1368617.0,17272.0,8982256,65606,51.5,-0.083333
1509,London,2021-12-06,189.0,89885,1102.0,111,8556.0,15.0,1377173.0,17287.0,8982256,65606,51.5,-0.083333
1510,London,2021-12-07,192.0,90033,1134.0,148,9085.0,13.0,1386258.0,17300.0,8982256,65606,51.5,-0.083333
1511,London,2021-12-08,193.0,90165,1136.0,132,10031.0,13.0,1396289.0,17313.0,8982256,65606,51.5,-0.083333
1512,London,2021-12-09,197.0,90307,1163.0,142,10331.0,11.0,1406620.0,17324.0,8982256,65606,51.5,-0.083333
1513,London,2021-12-10,201.0,90469,1193.0,162,10214.0,16.0,1416834.0,17340.0,8982256,65606,51.5,-0.083333
1514,London,2021-12-11,199.0,90635,1185.0,166,9887.0,11.0,1426721.0,17351.0,8982256,65606,51.5,-0.083333
1515,London,2021-12-12,197.0,90792,1253.0,157,12259.0,20.0,1438980.0,17371.0,8982256,65606,51.5,-0.083333
1516,London,2021-12-13,203.0,90961,1360.0,169,22845.0,14.0,1461825.0,17385.0,8982256,65606,51.5,-0.083333
1517,London,2021-12-14,194.0,91160,1349.0,199,29569.0,18.0,1491394.0,17403.0,8982256,65606,51.5,-0.083333
1518,London,2021-12-15,195.0,91361,1372.0,201,31010.0,11.0,1522404.0,17414.0,8982256,65606,51.5,-0.083333
1519,London,2021-12-16,199.0,91554,1460.0,193,30050.0,11.0,1552454.0,17425.0,8982256,65606,51.5,-0.083333
1520,London,2021-12-17,208.0,91774,1534.0,220,27165.0,16.0,1579619.0,17441.0,8982256,65606,51.5,-0.083333
1521,London,2021-12-18,201.0,91984,1573.0,210,24959.0,16.0,1604578.0,17457.0,8982256,65606,51.5,-0.083333
1522,London,2021-12-19,210.0,92229,1666.0,245,22608.0,17.0,1627186.0,17474.0,8982256,65606,51.5,-0.083333
1523,London,2021-12-20,206.0,92530,1819.0,301,32670.0,11.0,1659856.0,17485.0,8982256,65606,51.5,-0.083333
1524,London,2021-12-21,201.0,92837,1904.0,307,33942.0,15.0,1693798.0,17500.0,8982256,65606,51.5,-0.083333
1525,London,2021-12-22,198.0,93223,2036.0,386,32164.0,25.0,1725962.0,17525.0,8982256,65606,51.5,-0.083333
1526,London,2021-12-23,196.0,93613,2097.0,390,31069.0,27.0,1757031.0,17552.0,8982256,65606,51.5,-0.083333
1527,London,2021-12-24,207.0,93891,2260.0,278,24102.0,22.0,1781133.0,17574.0,8982256,65606,51.5,-0.083333
1528,London,2021-12-25,213.0,94255,2295.0,364,11172.0,16.0,1792305.0,17590.0,8982256,65606,51.5,-0.083333
1529,London,2021-12-26,224.0,94629,2425.0,374,18749.0,21.0,1811054.0,17611.0,8982256,65606,51.5,-0.083333
1530,London,2021-12-27,232.0,95066,2640.0,437,28064.0,27.0,1839118.0,17638.0,8982256,65606,51.5,-0.083333
1531,London,2021-12-28,216.0,95522,3024.0,456,28193.0,25.0,1867311.0,17663.0,8982256,65606,51.5,-0.083333
1532,London,2021-12-29,229.0,96033,3310.0,511,36923.0,26.0,1904234.0,17689.0,8982256,65606,51.5,-0.083333
1533,London,2021-12-30,232.0,96483,3477.0,450,29443.0,38.0,1933677.0,17727.0,8982256,65606,51.5,-0.083333
1534,London,2021-12-31,238.0,96802,3636.0,319,22198.0,17.0,1955875.0,17744.0,8982256,65606,51.5,-0.083333
1535,London,2022-01-01,229.0,97116,3666.0,314,13628.0,41.0,1969503.0,17785.0,8982256,65606,51.5,-0.083333
1536,London,2022-01-02,230.0,97463,3744.0,347,21909.0,41.0,1991412.0,17826.0,8982256,65606,51.5,-0.083333
1537,London,2022-01-03,238.0,97864,3848.0,401,26952.0,30.0,2018364.0,17856.0,8982256,65606,51.5,-0.083333
1538,London,2022-01-04,245.0,98231,3993.0,367,32096.0,29.0,2050460.0,17885.0,8982256,65606,51.5,-0.083333
1539,London,2022-01-05,236.0,98597,4074.0,366,25234.0,29.0,2075694.0,17914.0,8982256,65606,51.5,-0.083333
1540,London,2022-01-06,242.0,98907,4053.0,310,22193.0,45.0,2097887.0,17959.0,8982256,65606,51.5,-0.083333
1541,London,2022-01-07,224.0,99219,3989.0,312,15180.0,35.0,2113067.0,17994.0,8982256,65606,51.5,-0.083333
1542,London,2022-01-08,220.0,99526,3819.0,307,12174.0,40.0,2125241.0,18034.0,8982256,65606,51.5,-0.083333
1543,London,2022-01-09,224.0,99803,3867.0,277,12132.0,38.0,2137373.0,18072.0,8982256,65606,51.5,-0.083333
1544,London,2022-01-10,225.0,100138,3930.0,335,16627.0,49.0,2154000.0,18121.0,8982256,65606,51.5,-0.083333
1545,London,2022-01-11,219.0,100452,3826.0,314,14422.0,45.0,2168422.0,18166.0,8982256,65606,51.5,-0.083333
1546,London,2022-01-12,228.0,100758,3797.0,306,12938.0,31.0,2181360.0,18197.0,8982256,65606,51.5,-0.083333
1547,London,2022-01-13,217.0,101062,3662.0,304,11819.0,43.0,2193179.0,18240.0,8982256,65606,51.5,-0.083333
1548,London,2022-01-14,204.0,101338,3572.0,276,10513.0,39.0,2203692.0,18279.0,8982256,65606,51.5,-0.083333
1549,London,2022-01-15,204.0,101591,3464.0,253,9534.0,48.0,2213226.0,18327.0,8982256,65606,51.5,-0.083333
1550,London,2022-01-16,211.0,101895,3464.0,304,11246.0,31.0,2224472.0,18358.0,8982256,65606,51.5,-0.083333
1551,London,2022-01-17,219.0,102130,3537.0,235,15124.0,36.0,2239596.0,18394.0,8982256,65606,51.5,-0.083333
1552,London,2022-01-18,214.0,102431,3385.0,301,13877.0,41.0,2253473.0,18435.0,8982256,65606,51.5,-0.083333
1553,London,2022-01-19,197.0,102716,3179.0,285,13019.0,34.0,2266492.0,18469.0,8982256,65606,51.5,-0.083333
1554,London,2022-01-20,191.0,102940,3059.0,224,12021.0,30.0,2278513.0,18499.0,8982256,65606,51.5,-0.083333
1555,London,2022-01-21,189.0,103150,2918.0,210,10714.0,42.0,2289227.0,18541.0,8982256,65606,51.5,-0.083333
1556,London,2022-01-22,184.0,103333,2677.0,183,9642.0,35.0,2298869.0,18576.0,8982256,65606,51.5,-0.083333
1557,London,2022-01-23,183.0,103563,2743.0,230,11343.0,21.0,2310212.0,18597.0,8982256,65606,51.5,-0.083333
1558,London,2022-01-24,185.0,103794,2792.0,231,14411.0,31.0,2324623.0,18628.0,8982256,65606,51.5,-0.083333
1559,London,2022-01-25,180.0,104007,2762.0,213,13247.0,21.0,2337870.0,18649.0,8982256,65606,51.5,-0.083333
1560,London,2022-01-26,176.0,104233,2685.0,226,13079.0,29.0,2350949.0,18678.0,8982256,65606,51.5,-0.083333
1561,London,2022-01-27,166.0,104421,2602.0,188,11575.0,27.0,2362524.0,18705.0,8982256,65606,51.5,-0.083333
1562,London,2022-01-28,164.0,104606,2537.0,185,9908.0,20.0,2372432.0,18725.0,8982256,65606,51.5,-0.083333
1563,London,2022-01-29,168.0,104782,2466.0,176,8728.0,26.0,2381160.0,18751.0,8982256,65606,51.5,-0.083333
1564,London,2022-01-30,176.0,104957,2448.0,175,9836.0,23.0,2390996.0,18774.0,8982256,65606,51.5,-0.083333
1565,London,2022-01-31,158.0,105142,2492.0,185,11951.0,16.0,2402947.0,18790.0,8982256,65606,51.5,-0.083333
1566,London,2022-02-01,159.0,105341,2468.0,199,11074.0,19.0,2414021.0,18809.0,8982256,65606,51.5,-0.083333
1567,London,2022-02-02,158.0,105559,2451.0,218,10707.0,23.0,2424728.0,18832.0,8982256,65606,51.5,-0.083333
1568,London,2022-02-03,152.0,105754,2370.0,195,9219.0,22.0,2433947.0,18854.0,8982256,65606,51.5,-0.083333
1569,London,2022-02-04,152.0,105929,2321.0,175,7542.0,22.0,2441489.0,18876.0,8982256,65606,51.5,-0.083333
1570,London,2022-02-05,144.0,106087,2230.0,158,6451.0,17.0,2447940.0,18893.0,8982256,65606,51.5,-0.083333
1571,London,2022-02-06,139.0,106262,2262.0,175,7069.0,12.0,2455009.0,18905.0,8982256,65606,51.5,-0.083333
1572,London,2022-02-07,143.0,106448,2310.0,186,9027.0,19.0,2464036.0,18924.0,8982256,65606,51.5,-0.083333
1573,London,2022-02-08,139.0,106626,2291.0,178,8388.0,15.0,2472424.0,18939.0,8982256,65606,51.5,-0.083333
1574,London,2022-02-09,137.0,106789,2211.0,163,7795.0,11.0,2480219.0,18950.0,8982256,65606,51.5,-0.083333
1575,London,2022-02-10,137.0,106943,2122.0,154,6452.0,13.0,2486671.0,18963.0,8982256,65606,51.5,-0.083333
1576,London,2022-02-11,137.0,107104,2042.0,161,5295.0,13.0,2491966.0,18976.0,8982256,65606,51.5,-0.083333
1577,London,2022-02-12,133.0,107243,2003.0,139,4345.0,11.0,2496311.0,18987.0,8982256,65606,51.5,-0.083333
1578,London,2022-02-13,129.0,107375,2015.0,132,4388.0,13.0,2500699.0,19000.0,8982256,65606,51.5,-0.083333
1579,London,2022-02-14,132.0,107535,2071.0,160,6057.0,22.0,2506756.0,19022.0,8982256,65606,51.5,-0.083333
1580,London,2022-02-15,119.0,107672,2031.0,137,5782.0,13.0,2512538.0,19035.0,8982256,65606,51.5,-0.083333
1581,London,2022-02-16,118.0,107816,2004.0,144,6052.0,12.0,2518590.0,19047.0,8982256,65606,51.5,-0.083333
1582,London,2022-02-17,103.0,107965,1972.0,149,5291.0,14.0,2523881.0,19061.0,8982256,65606,51.5,-0.083333
1583,London,2022-02-18,106.0,108094,1899.0,129,3410.0,7.0,2527291.0,19068.0,8982256,65606,51.5,-0.083333
1584,London,2022-02-19,101.0,108200,1832.0,106,4423.0,8.0,2531714.0,19076.0,8982256,65606,51.5,-0.083333
1585,London,2022-02-20,111.0,108311,1829.0,111,4620.0,13.0,2536334.0,19089.0,8982256,65606,51.5,-0.083333
1586,London,2022-02-21,98.0,108425,1799.0,114,5421.0,13.0,2541755.0,19102.0,8982256,65606,51.5,-0.083333
1587,London,2022-02-22,101.0,108550,1809.0,125,4652.0,9.0,2546407.0,19111.0,8982256,65606,51.5,-0.083333
1588,London,2022-02-23,98.0,108656,1776.0,106,4160.0,6.0,2550567.0,19117.0,8982256,65606,51.5,-0.083333
1589,London,2022-02-24,94.0,108772,1712.0,116,3464.0,12.0,2554031.0,19129.0,8982256,65606,51.5,-0.083333
1590,London,2022-02-25,94.0,108876,1661.0,104,3066.0,16.0,2557097.0,19145.0,8982256,65606,51.5,-0.083333
1591,London,2022-02-26,88.0,108968,1576.0,92,2663.0,6.0,2559760.0,19151.0,8982256,65606,51.5,-0.083333
1592,London,2022-02-27,92.0,109080,1572.0,112,3201.0,12.0,2562961.0,19163.0,8982256,65606,51.5,-0.083333
1593,London,2022-02-28,98.0,109214,1579.0,134,4871.0,8.0,2567832.0,19171.0,8982256,65606,51.5,-0.083333
1594,London,2022-03-01,96.0,109351,1575.0,137,4820.0,9.0,2572652.0,19180.0,8982256,65606,51.5,-0.083333
1595,London,2022-03-02,97.0,109504,1573.0,153,5185.0,12.0,2577837.0,19192.0,8982256,65606,51.5,-0.083333
1596,London,2022-03-03,93.0,109639,1553.0,135,4926.0,10.0,2582763.0,19202.0,8982256,65606,51.5,-0.083333
1597,London,2022-03-04,89.0,109768,1529.0,129,4607.0,12.0,2587370.0,19214.0,8982256,65606,51.5,-0.083333
1598,London,2022-03-05,95.0,109901,1476.0,133,4222.0,8.0,2591592.0,19222.0,8982256,65606,51.5,-0.083333
1599,London,2022-03-06,92.0,110066,1496.0,165,5014.0,13.0,2596606.0,19235.0,8982256,65606,51.5,-0.083333
1600,London,2022-03-07,92.0,110225,1595.0,159,6998.0,9.0,2603604.0,19244.0,8982256,65606,51.5,-0.083333
1601,London,2022-03-08,92.0,110368,1624.0,143,7217.0,9.0,2610821.0,19253.0,8982256,65606,51.5,-0.083333
1602,London,2022-03-09,91.0,110569,1641.0,201,7689.0,7.0,2618510.0,19260.0,8982256,65606,51.5,-0.083333
1603,London,2022-03-10,84.0,110746,1619.0,177,7326.0,11.0,2625836.0,19271.0,8982256,65606,51.5,-0.083333
1604,London,2022-03-11,87.0,110942,1653.0,196,6816.0,9.0,2632652.0,19280.0,8982256,65606,51.5,-0.083333
