,areaName,date,covidOccupiedMVBeds,cumAdmissions,hospitalCases,newAdmissions,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,population,openstreetmap_id,latitude,longitude
0,East of England,2020-04-01,0.0,1400,833.0,167,334.0,75.0,2938.0,455.0,6235410,151336,52.24,0.41
1,East of England,2020-04-02,119.0,1584,841.0,184,372.0,71.0,3310.0,526.0,6235410,151336,52.24,0.41
2,East of England,2020-04-03,162.0,1776,914.0,192,350.0,85.0,3660.0,611.0,6235410,151336,52.24,0.41
3,East of England,2020-04-04,171.0,1939,988.0,163,268.0,70.0,3928.0,681.0,6235410,151336,52.24,0.41
4,East of England,2020-04-05,219.0,2159,1230.0,220,281.0,91.0,4209.0,772.0,6235410,151336,52.24,0.41
5,East of England,2020-04-06,204.0,2390,1220.0,231,384.0,77.0,4593.0,849.0,6235410,151336,52.24,0.41
6,East of England,2020-04-07,255.0,2554,1431.0,164,386.0,110.0,4979.0,959.0,6235410,151336,52.24,0.41
7,East of England,2020-04-08,276.0,2773,1435.0,219,409.0,116.0,5388.0,1075.0,6235410,151336,52.24,0.41
8,East of England,2020-04-09,265.0,2965,1411.0,192,323.0,95.0,5711.0,1170.0,6235410,151336,52.24,0.41
9,East of England,2020-04-10,280.0,3180,1500.0,215,319.0,71.0,6030.0,1241.0,6235410,151336,52.24,0.41
10,East of England,2020-04-11,283.0,3345,1497.0,165,271.0,103.0,6301.0,1344.0,6235410,151336,52.24,0.41
11,East of England,2020-04-12,291.0,3489,1679.0,144,259.0,101.0,6560.0,1445.0,6235410,151336,52.24,0.41
12,East of England,2020-04-13,264.0,3703,1471.0,214,292.0,86.0,6852.0,1531.0,6235410,151336,52.24,0.41
13,East of England,2020-04-14,303.0,3890,1592.0,187,289.0,71.0,7141.0,1602.0,6235410,151336,52.24,0.41
14,East of England,2020-04-15,308.0,4003,1621.0,113,296.0,87.0,7437.0,1689.0,6235410,151336,52.24,0.41
15,East of England,2020-04-16,308.0,4136,1577.0,133,336.0,86.0,7773.0,1775.0,6235410,151336,52.24,0.41
16,East of England,2020-04-17,320.0,4290,1534.0,154,366.0,86.0,8139.0,1861.0,6235410,151336,52.24,0.41
17,East of England,2020-04-18,312.0,4481,1529.0,191,328.0,74.0,8467.0,1935.0,6235410,151336,52.24,0.41
18,East of England,2020-04-19,306.0,4629,1579.0,148,318.0,75.0,8785.0,2010.0,6235410,151336,52.24,0.41
19,East of England,2020-04-20,294.0,4755,1587.0,126,362.0,70.0,9147.0,2080.0,6235410,151336,52.24,0.41
20,East of England,2020-04-21,279.0,4903,1544.0,148,406.0,79.0,9553.0,2159.0,6235410,151336,52.24,0.41
21,East of England,2020-04-22,276.0,5023,1511.0,120,522.0,77.0,10075.0,2236.0,6235410,151336,52.24,0.41
22,East of England,2020-04-23,267.0,5151,1472.0,128,476.0,58.0,10551.0,2294.0,6235410,151336,52.24,0.41
23,East of England,2020-04-24,263.0,5292,1404.0,141,424.0,83.0,10975.0,2377.0,6235410,151336,52.24,0.41
24,East of England,2020-04-25,260.0,5420,1384.0,128,375.0,59.0,11350.0,2436.0,6235410,151336,52.24,0.41
25,East of England,2020-04-26,253.0,5568,1422.0,148,357.0,64.0,11707.0,2500.0,6235410,151336,52.24,0.41
26,East of England,2020-04-27,231.0,5695,1413.0,127,513.0,58.0,12220.0,2558.0,6235410,151336,52.24,0.41
27,East of England,2020-04-28,223.0,5879,1389.0,184,463.0,68.0,12683.0,2626.0,6235410,151336,52.24,0.41
28,East of England,2020-04-29,210.0,6036,1319.0,157,476.0,50.0,13159.0,2676.0,6235410,151336,52.24,0.41
29,East of England,2020-04-30,202.0,6234,1253.0,198,425.0,65.0,13584.0,2741.0,6235410,151336,52.24,0.41
30,East of England,2020-05-01,193.0,6361,1211.0,127,492.0,72.0,14076.0,2813.0,6235410,151336,52.24,0.41
31,East of England,2020-05-02,183.0,6472,1190.0,111,303.0,38.0,14379.0,2851.0,6235410,151336,52.24,0.41
32,East of England,2020-05-03,179.0,6638,1223.0,166,317.0,54.0,14696.0,2905.0,6235410,151336,52.24,0.41
33,East of England,2020-05-04,176.0,6744,1138.0,106,392.0,36.0,15088.0,2941.0,6235410,151336,52.24,0.41
34,East of England,2020-05-05,176.0,6834,1160.0,90,332.0,48.0,15420.0,2989.0,6235410,151336,52.24,0.41
35,East of England,2020-05-06,171.0,6962,1106.0,128,388.0,50.0,15808.0,3039.0,6235410,151336,52.24,0.41
36,East of England,2020-05-07,152.0,7078,1084.0,116,396.0,48.0,16204.0,3087.0,6235410,151336,52.24,0.41
37,East of England,2020-05-08,142.0,7148,1022.0,70,232.0,36.0,16436.0,3123.0,6235410,151336,52.24,0.41
38,East of England,2020-05-09,144.0,7249,1032.0,101,203.0,42.0,16639.0,3165.0,6235410,151336,52.24,0.41
39,East of England,2020-05-10,142.0,7320,1076.0,71,208.0,34.0,16847.0,3199.0,6235410,151336,52.24,0.41
40,East of England,2020-05-11,137.0,7408,1069.0,88,390.0,25.0,17237.0,3224.0,6235410,151336,52.24,0.41
41,East of England,2020-05-12,134.0,7524,1049.0,116,316.0,35.0,17553.0,3259.0,6235410,151336,52.24,0.41
42,East of England,2020-05-13,129.0,7596,1014.0,72,333.0,34.0,17886.0,3293.0,6235410,151336,52.24,0.41
43,East of England,2020-05-14,125.0,7684,979.0,88,220.0,33.0,18106.0,3326.0,6235410,151336,52.24,0.41
44,East of England,2020-05-15,127.0,7776,952.0,92,212.0,30.0,18318.0,3356.0,6235410,151336,52.24,0.41
45,East of England,2020-05-16,125.0,7848,916.0,72,172.0,35.0,18490.0,3391.0,6235410,151336,52.24,0.41
46,East of England,2020-05-17,125.0,7933,934.0,85,153.0,33.0,18643.0,3424.0,6235410,151336,52.24,0.41
47,East of England,2020-05-18,121.0,8014,924.0,81,283.0,37.0,18926.0,3461.0,6235410,151336,52.24,0.41
48,East of England,2020-05-19,122.0,8100,913.0,86,256.0,21.0,19182.0,3482.0,6235410,151336,52.24,0.41
49,East of England,2020-05-20,113.0,8193,888.0,93,243.0,41.0,19425.0,3523.0,6235410,151336,52.24,0.41
50,East of England,2020-05-21,109.0,8270,866.0,77,245.0,24.0,19670.0,3547.0,6235410,151336,52.24,0.41
51,East of England,2020-05-22,104.0,8349,831.0,79,190.0,24.0,19860.0,3571.0,6235410,151336,52.24,0.41
52,East of England,2020-05-23,98.0,8388,816.0,39,152.0,25.0,20012.0,3596.0,6235410,151336,52.24,0.41
53,East of England,2020-05-24,88.0,8440,795.0,52,103.0,25.0,20115.0,3621.0,6235410,151336,52.24,0.41
54,East of England,2020-05-25,92.0,8491,798.0,51,148.0,27.0,20263.0,3648.0,6235410,151336,52.24,0.41
55,East of England,2020-05-26,86.0,8576,755.0,85,149.0,21.0,20412.0,3669.0,6235410,151336,52.24,0.41
56,East of England,2020-05-27,85.0,8633,737.0,57,151.0,19.0,20563.0,3688.0,6235410,151336,52.24,0.41
57,East of England,2020-05-28,78.0,8686,701.0,53,163.0,25.0,20726.0,3713.0,6235410,151336,52.24,0.41
58,East of England,2020-05-29,68.0,8740,603.0,54,161.0,28.0,20887.0,3741.0,6235410,151336,52.24,0.41
59,East of England,2020-05-30,65.0,8783,622.0,43,83.0,17.0,20970.0,3758.0,6235410,151336,52.24,0.41
60,East of England,2020-05-31,63.0,8812,597.0,29,61.0,10.0,21031.0,3768.0,6235410,151336,52.24,0.41
61,East of England,2020-06-01,64.0,8870,614.0,58,139.0,16.0,21170.0,3784.0,6235410,151336,52.24,0.41
62,East of England,2020-06-02,61.0,8930,574.0,60,132.0,19.0,21302.0,3803.0,6235410,151336,52.24,0.41
63,East of England,2020-06-03,60.0,8976,547.0,46,124.0,14.0,21426.0,3817.0,6235410,151336,52.24,0.41
64,East of England,2020-06-04,54.0,9034,503.0,58,94.0,15.0,21520.0,3832.0,6235410,151336,52.24,0.41
65,East of England,2020-06-05,49.0,9078,490.0,44,110.0,17.0,21630.0,3849.0,6235410,151336,52.24,0.41
66,East of England,2020-06-06,46.0,9108,503.0,30,93.0,9.0,21723.0,3858.0,6235410,151336,52.24,0.41
67,East of England,2020-06-07,40.0,9140,453.0,32,46.0,11.0,21769.0,3869.0,6235410,151336,52.24,0.41
68,East of England,2020-06-08,45.0,9168,457.0,28,96.0,12.0,21865.0,3881.0,6235410,151336,52.24,0.41
69,East of England,2020-06-09,42.0,9212,405.0,44,133.0,8.0,21998.0,3889.0,6235410,151336,52.24,0.41
70,East of England,2020-06-10,48.0,9251,390.0,39,118.0,14.0,22116.0,3903.0,6235410,151336,52.24,0.41
71,East of England,2020-06-11,43.0,9293,376.0,42,71.0,4.0,22187.0,3907.0,6235410,151336,52.24,0.41
72,East of England,2020-06-12,41.0,9323,364.0,30,66.0,8.0,22253.0,3915.0,6235410,151336,52.24,0.41
73,East of England,2020-06-13,45.0,9355,364.0,32,90.0,6.0,22343.0,3921.0,6235410,151336,52.24,0.41
74,East of England,2020-06-14,45.0,9393,348.0,38,74.0,8.0,22417.0,3929.0,6235410,151336,52.24,0.41
75,East of England,2020-06-15,39.0,9450,318.0,57,113.0,8.0,22530.0,3937.0,6235410,151336,52.24,0.41
76,East of England,2020-06-16,42.0,9483,363.0,33,106.0,4.0,22636.0,3941.0,6235410,151336,52.24,0.41
77,East of England,2020-06-17,39.0,9526,387.0,43,77.0,9.0,22713.0,3950.0,6235410,151336,52.24,0.41
78,East of England,2020-06-18,35.0,9564,363.0,38,82.0,5.0,22795.0,3955.0,6235410,151336,52.24,0.41
79,East of England,2020-06-19,34.0,9592,393.0,28,75.0,8.0,22870.0,3963.0,6235410,151336,52.24,0.41
80,East of England,2020-06-20,31.0,9611,352.0,19,31.0,8.0,22901.0,3971.0,6235410,151336,52.24,0.41
81,East of England,2020-06-21,29.0,9633,348.0,22,56.0,6.0,22957.0,3977.0,6235410,151336,52.24,0.41
82,East of England,2020-06-22,57.0,9676,369.0,43,74.0,11.0,23031.0,3988.0,6235410,151336,52.24,0.41
83,East of England,2020-06-23,28.0,9697,335.0,21,44.0,4.0,23075.0,3992.0,6235410,151336,52.24,0.41
84,East of England,2020-06-24,28.0,9717,346.0,20,61.0,7.0,23136.0,3999.0,6235410,151336,52.24,0.41
85,East of England,2020-06-25,27.0,9759,327.0,42,38.0,3.0,23174.0,4002.0,6235410,151336,52.24,0.41
86,East of England,2020-06-26,24.0,9791,313.0,32,59.0,4.0,23233.0,4006.0,6235410,151336,52.24,0.41
87,East of England,2020-06-27,24.0,9806,289.0,15,20.0,7.0,23253.0,4013.0,6235410,151336,52.24,0.41
88,East of England,2020-06-28,24.0,9815,288.0,9,25.0,6.0,23278.0,4019.0,6235410,151336,52.24,0.41
89,East of England,2020-06-29,25.0,9836,291.0,21,48.0,6.0,23326.0,4025.0,6235410,151336,52.24,0.41
90,East of England,2020-06-30,24.0,9856,264.0,20,34.0,5.0,23360.0,4030.0,6235410,151336,52.24,0.41
91,East of England,2020-07-01,23.0,9876,248.0,20,39.0,3.0,23399.0,4033.0,6235410,151336,52.24,0.41
92,East of England,2020-07-02,23.0,9898,231.0,22,64.0,8.0,23463.0,4041.0,6235410,151336,52.24,0.41
93,East of England,2020-07-03,25.0,9907,242.0,9,59.0,2.0,23522.0,4043.0,6235410,151336,52.24,0.41
94,East of England,2020-07-04,24.0,9924,220.0,17,42.0,7.0,23564.0,4050.0,6235410,151336,52.24,0.41
95,East of England,2020-07-05,28.0,9948,224.0,24,37.0,5.0,23601.0,4055.0,6235410,151336,52.24,0.41
96,East of England,2020-07-06,27.0,9970,227.0,22,57.0,3.0,23658.0,4058.0,6235410,151336,52.24,0.41
97,East of England,2020-07-07,24.0,9988,224.0,18,39.0,5.0,23697.0,4063.0,6235410,151336,52.24,0.41
98,East of England,2020-07-08,24.0,10004,222.0,16,76.0,2.0,23773.0,4065.0,6235410,151336,52.24,0.41
99,East of England,2020-07-09,24.0,10012,212.0,8,55.0,6.0,23828.0,4071.0,6235410,151336,52.24,0.41
100,East of England,2020-07-10,27.0,10021,199.0,9,50.0,5.0,23878.0,4076.0,6235410,151336,52.24,0.41
101,East of England,2020-07-11,24.0,10033,171.0,12,45.0,3.0,23923.0,4079.0,6235410,151336,52.24,0.41
102,East of England,2020-07-12,19.0,10044,171.0,11,35.0,1.0,23958.0,4080.0,6235410,151336,52.24,0.41
103,East of England,2020-07-13,20.0,10063,176.0,19,64.0,7.0,24022.0,4087.0,6235410,151336,52.24,0.41
104,East of England,2020-07-14,16.0,10080,162.0,17,82.0,2.0,24104.0,4089.0,6235410,151336,52.24,0.41
105,East of England,2020-07-15,26.0,10099,169.0,19,56.0,1.0,24160.0,4090.0,6235410,151336,52.24,0.41
106,East of England,2020-07-16,16.0,10116,126.0,17,60.0,1.0,24220.0,4091.0,6235410,151336,52.24,0.41
107,East of England,2020-07-17,16.0,10126,142.0,10,52.0,2.0,24272.0,4093.0,6235410,151336,52.24,0.41
108,East of England,2020-07-18,17.0,10134,144.0,8,28.0,2.0,24300.0,4095.0,6235410,151336,52.24,0.41
109,East of England,2020-07-19,15.0,10140,143.0,6,22.0,2.0,24322.0,4097.0,6235410,151336,52.24,0.41
110,East of England,2020-07-20,14.0,10148,143.0,8,83.0,3.0,24405.0,4100.0,6235410,151336,52.24,0.41
111,East of England,2020-07-21,13.0,10155,113.0,7,66.0,0.0,24471.0,4100.0,6235410,151336,52.24,0.41
112,East of England,2020-07-22,14.0,10168,116.0,13,54.0,3.0,24525.0,4103.0,6235410,151336,52.24,0.41
113,East of England,2020-07-23,12.0,10192,100.0,24,50.0,1.0,24575.0,4104.0,6235410,151336,52.24,0.41
114,East of England,2020-07-24,12.0,10204,105.0,12,81.0,1.0,24656.0,4105.0,6235410,151336,52.24,0.41
115,East of England,2020-07-25,11.0,10220,91.0,16,28.0,1.0,24684.0,4106.0,6235410,151336,52.24,0.41
116,East of England,2020-07-26,10.0,10227,105.0,7,27.0,1.0,24711.0,4107.0,6235410,151336,52.24,0.41
117,East of England,2020-07-27,9.0,10245,100.0,18,67.0,2.0,24778.0,4109.0,6235410,151336,52.24,0.41
118,East of England,2020-07-28,10.0,10254,94.0,9,56.0,1.0,24834.0,4110.0,6235410,151336,52.24,0.41
119,East of England,2020-07-29,9.0,10262,92.0,8,70.0,0.0,24904.0,4110.0,6235410,151336,52.24,0.41
120,East of England,2020-07-30,8.0,10270,82.0,8,52.0,1.0,24956.0,4111.0,6235410,151336,52.24,0.41
121,East of England,2020-07-31,8.0,10275,77.0,5,33.0,1.0,24989.0,4112.0,6235410,151336,52.24,0.41
122,East of England,2020-08-01,9.0,10277,85.0,2,26.0,1.0,25015.0,4113.0,6235410,151336,52.24,0.41
123,East of England,2020-08-02,9.0,10284,80.0,7,37.0,0.0,25052.0,4113.0,6235410,151336,52.24,0.41
124,East of England,2020-08-03,8.0,10291,73.0,7,71.0,0.0,25123.0,4113.0,6235410,151336,52.24,0.41
125,East of England,2020-08-04,8.0,10296,69.0,5,59.0,1.0,25182.0,4114.0,6235410,151336,52.24,0.41
126,East of England,2020-08-05,8.0,10301,70.0,5,56.0,0.0,25238.0,4114.0,6235410,151336,52.24,0.41
127,East of England,2020-08-06,9.0,10305,72.0,4,45.0,0.0,25283.0,4114.0,6235410,151336,52.24,0.41
128,East of England,2020-08-07,9.0,10315,60.0,10,72.0,1.0,25355.0,4115.0,6235410,151336,52.24,0.41
129,East of England,2020-08-08,11.0,10321,59.0,6,44.0,0.0,25399.0,4115.0,6235410,151336,52.24,0.41
130,East of England,2020-08-09,9.0,10324,59.0,3,23.0,1.0,25422.0,4116.0,6235410,151336,52.24,0.41
131,East of England,2020-08-10,8.0,10332,63.0,8,69.0,0.0,25491.0,4116.0,6235410,151336,52.24,0.41
132,East of England,2020-08-11,8.0,10339,61.0,7,48.0,2.0,25539.0,4118.0,6235410,151336,52.24,0.41
133,East of England,2020-08-12,8.0,10340,56.0,1,67.0,1.0,25606.0,4119.0,6235410,151336,52.24,0.41
134,East of England,2020-08-13,9.0,10346,57.0,6,63.0,0.0,25669.0,4119.0,6235410,151336,52.24,0.41
135,East of England,2020-08-14,6.0,10354,52.0,8,69.0,1.0,25738.0,4120.0,6235410,151336,52.24,0.41
136,East of England,2020-08-15,8.0,10356,60.0,2,31.0,0.0,25769.0,4120.0,6235410,151336,52.24,0.41
137,East of England,2020-08-16,7.0,10360,54.0,4,27.0,0.0,25796.0,4120.0,6235410,151336,52.24,0.41
138,East of England,2020-08-17,8.0,10365,57.0,5,64.0,1.0,25860.0,4121.0,6235410,151336,52.24,0.41
139,East of England,2020-08-18,6.0,10369,47.0,4,62.0,2.0,25922.0,4123.0,6235410,151336,52.24,0.41
140,East of England,2020-08-19,6.0,10373,49.0,4,65.0,0.0,25987.0,4123.0,6235410,151336,52.24,0.41
141,East of England,2020-08-20,6.0,10375,47.0,2,81.0,2.0,26068.0,4125.0,6235410,151336,52.24,0.41
142,East of England,2020-08-21,6.0,10378,40.0,3,67.0,0.0,26135.0,4125.0,6235410,151336,52.24,0.41
143,East of England,2020-08-22,7.0,10380,34.0,2,50.0,0.0,26185.0,4125.0,6235410,151336,52.24,0.41
144,East of England,2020-08-23,5.0,10382,31.0,2,52.0,1.0,26237.0,4126.0,6235410,151336,52.24,0.41
145,East of England,2020-08-24,5.0,10382,35.0,0,101.0,1.0,26338.0,4127.0,6235410,151336,52.24,0.41
146,East of England,2020-08-25,5.0,10390,28.0,8,100.0,0.0,26438.0,4127.0,6235410,151336,52.24,0.41
147,East of England,2020-08-26,5.0,10394,37.0,4,95.0,1.0,26533.0,4128.0,6235410,151336,52.24,0.41
148,East of England,2020-08-27,5.0,10397,29.0,3,125.0,2.0,26658.0,4130.0,6235410,151336,52.24,0.41
149,East of England,2020-08-28,4.0,10400,30.0,3,102.0,0.0,26760.0,4130.0,6235410,151336,52.24,0.41
150,East of England,2020-08-29,4.0,10405,30.0,5,80.0,0.0,26840.0,4130.0,6235410,151336,52.24,0.41
151,East of England,2020-08-30,3.0,10406,30.0,1,88.0,0.0,26928.0,4130.0,6235410,151336,52.24,0.41
152,East of England,2020-08-31,3.0,10406,31.0,0,103.0,0.0,27031.0,4130.0,6235410,151336,52.24,0.41
153,East of England,2020-09-01,3.0,10408,31.0,2,130.0,0.0,27161.0,4130.0,6235410,151336,52.24,0.41
154,East of England,2020-09-02,3.0,10416,31.0,8,177.0,1.0,27338.0,4131.0,6235410,151336,52.24,0.41
155,East of England,2020-09-03,3.0,10421,31.0,5,158.0,1.0,27496.0,4132.0,6235410,151336,52.24,0.41
156,East of England,2020-09-04,1.0,10423,30.0,2,122.0,2.0,27618.0,4134.0,6235410,151336,52.24,0.41
157,East of England,2020-09-05,1.0,10429,25.0,6,98.0,0.0,27716.0,4134.0,6235410,151336,52.24,0.41
158,East of England,2020-09-06,1.0,10430,27.0,1,80.0,1.0,27796.0,4135.0,6235410,151336,52.24,0.41
159,East of England,2020-09-07,1.0,10435,27.0,5,156.0,0.0,27952.0,4135.0,6235410,151336,52.24,0.41
160,East of England,2020-09-08,1.0,10437,25.0,2,170.0,0.0,28122.0,4135.0,6235410,151336,52.24,0.41
161,East of England,2020-09-09,4.0,10442,31.0,5,129.0,0.0,28251.0,4135.0,6235410,151336,52.24,0.41
162,East of England,2020-09-10,2.0,10447,27.0,5,167.0,0.0,28418.0,4135.0,6235410,151336,52.24,0.41
163,East of England,2020-09-11,67.0,10453,15.0,6,131.0,0.0,28549.0,4135.0,6235410,151336,52.24,0.41
164,East of England,2020-09-12,2.0,10464,20.0,11,85.0,0.0,28634.0,4135.0,6235410,151336,52.24,0.41
165,East of England,2020-09-13,2.0,10468,21.0,4,58.0,1.0,28692.0,4136.0,6235410,151336,52.24,0.41
166,East of England,2020-09-14,3.0,10479,25.0,11,146.0,1.0,28838.0,4137.0,6235410,151336,52.24,0.41
167,East of England,2020-09-15,3.0,10492,35.0,13,151.0,0.0,28989.0,4137.0,6235410,151336,52.24,0.41
168,East of England,2020-09-16,3.0,10500,40.0,8,142.0,1.0,29131.0,4138.0,6235410,151336,52.24,0.41
169,East of England,2020-09-17,3.0,10506,42.0,6,148.0,1.0,29279.0,4139.0,6235410,151336,52.24,0.41
170,East of England,2020-09-18,2.0,10510,37.0,4,212.0,0.0,29491.0,4139.0,6235410,151336,52.24,0.41
171,East of England,2020-09-19,3.0,10514,39.0,4,147.0,0.0,29638.0,4139.0,6235410,151336,52.24,0.41
172,East of England,2020-09-20,2.0,10520,38.0,6,163.0,2.0,29801.0,4141.0,6235410,151336,52.24,0.41
173,East of England,2020-09-21,3.0,10527,41.0,7,167.0,0.0,29968.0,4141.0,6235410,151336,52.24,0.41
174,East of England,2020-09-22,3.0,10538,42.0,11,219.0,3.0,30187.0,4144.0,6235410,151336,52.24,0.41
175,East of England,2020-09-23,2.0,10545,37.0,7,197.0,1.0,30384.0,4145.0,6235410,151336,52.24,0.41
176,East of England,2020-09-24,4.0,10558,41.0,13,227.0,1.0,30611.0,4146.0,6235410,151336,52.24,0.41
177,East of England,2020-09-25,3.0,10574,45.0,16,217.0,3.0,30828.0,4149.0,6235410,151336,52.24,0.41
178,East of England,2020-09-26,5.0,10586,52.0,12,168.0,1.0,30996.0,4150.0,6235410,151336,52.24,0.41
179,East of England,2020-09-27,6.0,10601,64.0,15,210.0,1.0,31206.0,4151.0,6235410,151336,52.24,0.41
180,East of England,2020-09-28,9.0,10614,76.0,13,311.0,4.0,31517.0,4155.0,6235410,151336,52.24,0.41
181,East of England,2020-09-29,12.0,10624,89.0,10,335.0,4.0,31852.0,4159.0,6235410,151336,52.24,0.41
182,East of England,2020-09-30,13.0,10642,86.0,18,366.0,2.0,32218.0,4161.0,6235410,151336,52.24,0.41
183,East of England,2020-10-01,12.0,10653,79.0,11,363.0,3.0,32581.0,4164.0,6235410,151336,52.24,0.41
184,East of England,2020-10-02,14.0,10672,93.0,19,423.0,1.0,33004.0,4165.0,6235410,151336,52.24,0.41
185,East of England,2020-10-03,13.0,10691,101.0,19,366.0,1.0,33370.0,4166.0,6235410,151336,52.24,0.41
186,East of England,2020-10-04,14.0,10707,98.0,16,360.0,1.0,33730.0,4167.0,6235410,151336,52.24,0.41
187,East of England,2020-10-05,13.0,10730,115.0,23,538.0,1.0,34268.0,4168.0,6235410,151336,52.24,0.41
188,East of England,2020-10-06,12.0,10741,119.0,11,570.0,4.0,34838.0,4172.0,6235410,151336,52.24,0.41
189,East of England,2020-10-07,13.0,10758,128.0,17,553.0,8.0,35391.0,4180.0,6235410,151336,52.24,0.41
190,East of England,2020-10-08,12.0,10781,119.0,23,581.0,3.0,35972.0,4183.0,6235410,151336,52.24,0.41
191,East of England,2020-10-09,15.0,10800,135.0,19,570.0,2.0,36542.0,4185.0,6235410,151336,52.24,0.41
192,East of England,2020-10-10,17.0,10816,135.0,16,336.0,6.0,36878.0,4191.0,6235410,151336,52.24,0.41
193,East of England,2020-10-11,16.0,10843,140.0,27,379.0,4.0,37257.0,4195.0,6235410,151336,52.24,0.41
194,East of England,2020-10-12,16.0,10867,149.0,24,711.0,2.0,37968.0,4197.0,6235410,151336,52.24,0.41
195,East of England,2020-10-13,20.0,10899,166.0,32,735.0,2.0,38703.0,4199.0,6235410,151336,52.24,0.41
196,East of England,2020-10-14,19.0,10926,183.0,27,684.0,2.0,39387.0,4201.0,6235410,151336,52.24,0.41
197,East of England,2020-10-15,18.0,10967,217.0,41,852.0,5.0,40239.0,4206.0,6235410,151336,52.24,0.41
198,East of England,2020-10-16,19.0,10990,223.0,23,662.0,6.0,40901.0,4212.0,6235410,151336,52.24,0.41
199,East of England,2020-10-17,21.0,11027,241.0,37,512.0,8.0,41413.0,4220.0,6235410,151336,52.24,0.41
200,East of England,2020-10-18,23.0,11068,241.0,41,586.0,6.0,41999.0,4226.0,6235410,151336,52.24,0.41
201,East of England,2020-10-19,21.0,11111,277.0,43,1054.0,6.0,43053.0,4232.0,6235410,151336,52.24,0.41
202,East of England,2020-10-20,25.0,11144,295.0,33,1106.0,11.0,44159.0,4243.0,6235410,151336,52.24,0.41
203,East of England,2020-10-21,28.0,11194,314.0,50,1055.0,12.0,45214.0,4255.0,6235410,151336,52.24,0.41
204,East of England,2020-10-22,25.0,11245,334.0,51,1002.0,9.0,46216.0,4264.0,6235410,151336,52.24,0.41
205,East of England,2020-10-23,28.0,11301,343.0,56,1007.0,16.0,47223.0,4280.0,6235410,151336,52.24,0.41
206,East of England,2020-10-24,29.0,11343,356.0,42,600.0,6.0,47823.0,4286.0,6235410,151336,52.24,0.41
207,East of England,2020-10-25,30.0,11405,406.0,62,576.0,13.0,48399.0,4299.0,6235410,151336,52.24,0.41
208,East of England,2020-10-26,34.0,11460,419.0,55,1156.0,10.0,49555.0,4309.0,6235410,151336,52.24,0.41
209,East of England,2020-10-27,41.0,11511,454.0,51,940.0,12.0,50495.0,4321.0,6235410,151336,52.24,0.41
210,East of England,2020-10-28,42.0,11579,474.0,68,1028.0,15.0,51523.0,4336.0,6235410,151336,52.24,0.41
211,East of England,2020-10-29,49.0,11647,476.0,68,986.0,18.0,52509.0,4354.0,6235410,151336,52.24,0.41
212,East of England,2020-10-30,49.0,11714,501.0,67,1000.0,19.0,53509.0,4373.0,6235410,151336,52.24,0.41
213,East of England,2020-10-31,51.0,11770,505.0,56,733.0,19.0,54242.0,4392.0,6235410,151336,52.24,0.41
214,East of England,2020-11-01,50.0,11837,527.0,67,637.0,19.0,54879.0,4411.0,6235410,151336,52.24,0.41
215,East of England,2020-11-02,54.0,11892,555.0,55,1395.0,14.0,56274.0,4425.0,6235410,151336,52.24,0.41
216,East of England,2020-11-03,63.0,11968,598.0,76,1162.0,16.0,57436.0,4441.0,6235410,151336,52.24,0.41
217,East of England,2020-11-04,65.0,12055,595.0,87,1056.0,13.0,58492.0,4454.0,6235410,151336,52.24,0.41
218,East of England,2020-11-05,60.0,12122,611.0,67,1131.0,21.0,59623.0,4475.0,6235410,151336,52.24,0.41
219,East of England,2020-11-06,61.0,12183,620.0,61,1125.0,22.0,60748.0,4497.0,6235410,151336,52.24,0.41
220,East of England,2020-11-07,62.0,12241,608.0,58,1016.0,16.0,61764.0,4513.0,6235410,151336,52.24,0.41
221,East of England,2020-11-08,64.0,12311,636.0,70,1094.0,20.0,62858.0,4533.0,6235410,151336,52.24,0.41
222,East of England,2020-11-09,68.0,12414,650.0,103,1827.0,26.0,64685.0,4559.0,6235410,151336,52.24,0.41
223,East of England,2020-11-10,72.0,12517,672.0,103,1473.0,23.0,66158.0,4582.0,6235410,151336,52.24,0.41
224,East of England,2020-11-11,74.0,12619,709.0,102,1629.0,23.0,67787.0,4605.0,6235410,151336,52.24,0.41
225,East of England,2020-11-12,73.0,12746,718.0,127,1389.0,18.0,69176.0,4623.0,6235410,151336,52.24,0.41
226,East of England,2020-11-13,71.0,12829,767.0,83,1377.0,19.0,70553.0,4642.0,6235410,151336,52.24,0.41
227,East of England,2020-11-14,69.0,12916,783.0,87,1012.0,24.0,71565.0,4666.0,6235410,151336,52.24,0.41
228,East of England,2020-11-15,73.0,13025,820.0,109,928.0,11.0,72493.0,4677.0,6235410,151336,52.24,0.41
229,East of England,2020-11-16,79.0,13107,856.0,82,1615.0,17.0,74108.0,4694.0,6235410,151336,52.24,0.41
230,East of England,2020-11-17,77.0,13207,891.0,100,1335.0,21.0,75443.0,4715.0,6235410,151336,52.24,0.41
231,East of England,2020-11-18,78.0,13316,881.0,109,1270.0,21.0,76713.0,4736.0,6235410,151336,52.24,0.41
232,East of England,2020-11-19,79.0,13409,889.0,93,1198.0,23.0,77911.0,4759.0,6235410,151336,52.24,0.41
233,East of England,2020-11-20,73.0,13514,895.0,105,1079.0,22.0,78990.0,4781.0,6235410,151336,52.24,0.41
