MAE_Susceptible,MAE_Infected,MAE_Recovered,MAE_Deceased,MSE_Susceptible,MSE_Infected,MSE_Recovered,MSE_Deceased,MASE_Susceptible,MASE_Infected,MASE_Recovered,MASE_Deceased,Forecast_Bias_Susceptible,Forecast_Bias_Infected,Forecast_Bias_Recovered,Forecast_Bias_Deceased
601407.2023737996,9355.98436653445,4971.80678206272,113.01777001041981,566831241307.9978,129545058.11698663,52752280.24829667,22441.192844251273,1.3196565303171106,13.067716787417751,2.724281156296956,1.2814514851845167,-553140.5961910256,-9264.702865084078,-1060.052312422035,27.9711362606694
