Variable,NRMSE,MASE,MAE,MAPE
daily_confirmed,0.15999302906477608,21.78304567183455,12629.607247546679,1.9785711325452127
daily_hospitalized,0.2800662641219076,36.21377974230859,710.6202327174277,0.8112834418214595
covidOccupiedMVBeds,0.2648145305114963,40.258314549046446,741.5019796010415,3.926073768334732
daily_deceased,0.20797200674969665,25.296268099010152,141.54264487578556,2.875238819172598
